%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
74035.639,297.544,22.115,23.848,-369.026,97.129,1.500
74027.577,297.544,22.273,23.688,-369.026,97.129,1.500
74035.639,297.545,22.273,23.688,-369.026,97.151,1.500
74027.577,297.544,22.352,24.008,-369.042,97.129,1.500
74031.608,297.542,22.352,23.528,-369.009,97.129,1.500
74027.577,297.542,22.352,23.688,-369.026,97.151,1.500
74031.608,297.544,22.352,23.528,-369.026,97.151,1.500
74031.608,297.544,22.273,23.848,-369.026,97.151,1.500
74031.608,297.540,22.431,23.528,-369.026,97.151,1.500
74031.608,297.542,22.273,23.688,-369.009,97.129,1.500
74027.577,297.540,22.352,23.848,-369.042,97.151,1.500
74031.608,297.540,22.352,23.688,-369.026,97.151,1.500
74035.639,297.537,22.273,23.848,-369.026,97.140,1.500
74027.577,297.540,22.352,23.848,-368.993,97.151,1.500
74031.608,297.542,22.194,23.848,-369.026,97.140,1.500
74031.608,297.542,22.273,23.848,-369.026,97.140,1.500
74027.577,297.542,22.273,24.169,-369.009,97.151,1.500
74031.608,297.540,22.352,24.008,-369.026,97.129,1.500
74039.671,297.539,22.273,24.008,-369.009,97.140,1.500
74035.639,297.542,22.352,24.329,-369.042,97.151,1.500
74035.639,297.540,22.273,24.008,-369.009,97.129,1.500
74035.639,297.540,22.273,24.008,-369.026,97.151,1.500
74035.639,297.540,22.194,24.008,-369.026,97.119,1.500
74027.577,297.540,22.194,24.169,-369.042,97.151,1.500
74031.608,297.540,22.115,24.169,-369.009,97.129,1.500
74031.608,297.542,22.273,24.489,-369.009,97.119,1.500
74031.608,297.540,22.194,24.329,-368.993,97.140,1.500
74031.608,297.542,22.352,24.329,-368.993,97.129,1.500
74031.608,297.542,22.273,24.329,-369.026,97.151,1.500
74027.577,297.544,22.352,24.489,-368.993,97.129,1.500
74027.577,297.542,22.194,24.169,-369.026,97.129,1.500
74027.577,297.542,22.273,24.329,-369.009,97.151,1.500
74031.608,297.540,22.194,24.329,-369.026,97.151,1.500
74027.577,297.547,22.352,24.169,-369.026,97.129,1.500
74023.545,297.544,22.273,24.169,-369.042,97.151,1.500
74035.639,297.542,22.273,24.489,-369.026,97.151,1.500
74027.577,297.544,22.194,24.329,-369.009,97.151,1.500
74027.577,297.545,22.352,24.329,-369.026,97.129,1.500
74019.514,297.544,22.352,24.169,-369.026,97.129,1.500
74027.577,297.547,22.194,24.008,-369.026,97.151,1.500
74019.514,297.545,22.352,24.329,-369.009,97.140,1.500
74027.577,297.544,22.352,24.329,-369.058,97.151,1.500
74023.545,297.547,22.352,24.169,-369.042,97.140,1.500
74031.608,297.548,22.431,24.329,-369.009,97.140,1.500
74031.608,297.547,22.352,23.848,-369.009,97.151,1.500
74027.577,297.545,22.352,24.008,-369.026,97.140,1.500
74031.608,297.547,22.510,24.169,-369.026,97.140,1.500
74027.577,297.547,22.431,24.329,-369.058,97.129,1.500
74027.577,297.545,22.273,24.169,-369.026,97.140,1.500
74027.577,297.547,22.431,24.008,-369.026,97.140,1.500
74027.577,297.544,22.431,23.848,-369.026,97.140,1.500
74035.639,297.547,22.352,24.169,-368.977,97.140,1.500
74027.577,297.547,22.273,24.169,-369.026,97.140,1.500
74027.577,297.547,22.431,24.169,-369.026,97.161,1.500
74031.608,297.547,22.273,24.008,-369.009,97.151,1.500
74027.577,297.547,22.431,23.848,-369.042,97.140,1.500
74027.577,297.548,22.431,24.169,-369.009,97.140,1.500
74039.671,297.548,22.352,24.169,-369.009,97.151,1.500
74043.702,297.547,22.431,24.008,-368.993,97.129,1.500
74031.608,297.545,22.510,24.489,-368.977,97.151,1.500
74031.608,297.547,22.431,24.329,-369.026,97.151,1.500
74039.671,297.544,22.352,24.169,-369.026,97.151,1.500
74039.671,297.545,22.510,24.169,-369.042,97.129,1.500
74035.639,297.545,22.431,24.489,-369.009,97.129,1.500
74035.639,297.544,22.510,24.329,-369.009,97.140,1.500
74039.671,297.547,22.352,24.329,-369.009,97.161,1.500
74039.671,297.545,22.352,24.169,-369.026,97.108,1.500
74039.671,297.544,22.352,24.169,-369.009,97.129,1.500
74039.671,297.547,22.431,24.489,-369.009,97.140,1.500
74043.702,297.544,22.352,24.169,-369.009,97.140,1.500
74039.671,297.550,22.431,24.649,-369.026,97.151,1.500
74039.671,297.545,22.510,24.489,-369.009,97.129,1.500
74043.702,297.547,22.352,24.329,-369.009,97.140,1.500
74039.671,297.547,22.431,24.489,-369.009,97.140,1.500
74043.702,297.545,22.273,24.489,-369.009,97.151,1.500
74035.639,297.548,22.431,24.329,-369.026,97.151,1.500
74043.702,297.545,22.510,24.489,-369.009,97.161,1.500
74039.671,297.548,22.352,24.649,-369.009,97.151,1.500
74039.671,297.548,22.510,24.489,-368.993,97.151,1.500
74039.671,297.550,22.510,24.649,-369.009,97.151,1.500
74035.639,297.550,22.510,24.489,-368.993,97.140,1.500
74035.639,297.547,22.431,24.489,-369.009,97.151,1.500
74043.702,297.547,22.510,24.649,-368.993,97.151,1.500
74039.671,297.547,22.589,24.489,-369.026,97.119,1.500
74039.671,297.547,22.431,24.649,-369.026,97.151,1.500
74039.671,297.548,22.431,24.649,-369.009,97.151,1.500
74035.639,297.547,22.510,24.809,-369.026,97.140,1.500
74039.671,297.550,22.589,24.329,-368.993,97.151,1.500
74047.734,297.547,22.431,24.649,-369.009,97.119,1.500
74043.702,297.545,22.668,24.649,-369.042,97.151,1.500
74039.671,297.545,22.510,24.489,-369.009,97.140,1.500
74035.639,297.548,22.589,24.969,-369.026,97.129,1.500
74039.671,297.547,22.589,24.489,-369.009,97.140,1.500
74035.639,297.547,22.747,24.649,-369.009,97.151,1.500
74031.608,297.544,22.747,24.489,-369.042,97.151,1.500
74043.702,297.547,22.747,24.489,-369.009,97.129,1.500
74035.639,297.545,22.668,24.489,-369.058,97.161,1.500
74035.639,297.548,22.668,24.649,-369.009,97.140,1.500
