%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
73991.294,297.787,42.124,42.739,-310.895,60.469,2.000
73987.263,297.787,42.124,42.579,-310.944,60.480,2.000
73987.263,297.782,42.124,42.419,-310.928,60.469,2.000
73991.294,297.785,41.966,42.419,-310.912,60.469,2.000
73999.357,297.784,42.124,42.579,-310.895,60.458,2.000
73991.294,297.784,42.045,42.259,-310.944,60.458,2.000
73991.294,297.785,41.966,42.419,-310.912,60.469,2.000
73991.294,297.784,42.124,42.259,-310.912,60.469,2.000
73999.357,297.784,41.887,42.579,-310.928,60.480,2.000
73995.326,297.785,41.887,42.419,-310.912,60.480,2.000
73995.326,297.789,41.966,42.419,-310.912,60.469,2.000
73995.326,297.787,42.045,42.259,-310.912,60.458,2.000
73991.294,297.789,42.045,42.259,-310.895,60.469,2.000
73999.357,297.785,41.966,42.579,-310.895,60.458,2.000
73991.294,297.785,41.966,42.579,-310.912,60.469,2.000
73995.326,297.787,41.966,42.419,-310.912,60.469,2.000
73995.326,297.789,41.887,42.579,-310.912,60.458,2.000
73999.357,297.789,42.203,42.419,-310.895,60.480,2.000
73995.326,297.790,41.966,42.259,-310.928,60.458,2.000
73999.357,297.785,42.045,42.419,-310.912,60.469,2.000
73995.326,297.787,42.124,42.579,-310.879,60.448,2.000
74007.420,297.789,42.045,42.579,-310.928,60.458,2.000
73999.357,297.789,41.966,42.419,-310.895,60.458,2.000
74003.388,297.789,42.124,42.419,-310.944,60.469,2.000
73999.357,297.787,41.966,42.579,-310.912,60.480,2.000
73999.357,297.790,42.124,42.739,-310.912,60.458,2.000
74011.451,297.790,42.124,42.419,-310.912,60.469,2.000
73999.357,297.787,42.045,42.419,-310.912,60.480,2.000
73999.357,297.789,42.124,42.579,-310.928,60.458,2.000
73999.357,297.789,41.966,42.739,-310.944,60.480,2.000
73999.357,297.790,42.124,42.739,-310.912,60.458,2.000
73999.357,297.790,42.124,42.899,-310.912,60.469,2.000
74003.388,297.792,42.045,42.579,-310.944,60.469,2.000
74007.420,297.787,42.282,42.739,-310.912,60.458,2.000
73999.357,297.792,42.124,42.419,-310.912,60.458,2.000
74007.420,297.792,42.282,42.739,-310.912,60.458,2.000
74003.388,297.789,42.203,42.739,-310.912,60.469,2.000
74003.388,297.787,42.203,42.739,-310.928,60.448,2.000
73995.326,297.789,42.203,42.739,-310.944,60.469,2.000
73991.294,297.790,42.124,42.739,-310.912,60.458,2.000
74003.388,297.789,42.124,42.419,-310.928,60.469,2.000
74003.388,297.789,42.045,42.579,-310.912,60.458,2.000
73999.357,297.789,42.203,42.259,-310.928,60.469,2.000
73995.326,297.790,42.203,42.419,-310.944,60.480,2.000
73995.326,297.789,42.203,42.419,-310.961,60.480,2.000
73995.326,297.790,42.124,42.579,-310.895,60.469,2.000
73999.357,297.789,42.203,42.579,-310.912,60.458,2.000
73995.326,297.789,42.282,42.579,-310.944,60.469,2.000
73995.326,297.790,42.203,42.579,-310.895,60.469,2.000
73995.326,297.789,42.045,42.739,-310.977,60.469,2.000
73987.263,297.785,42.124,42.419,-310.912,60.448,2.000
73987.263,297.790,42.203,42.419,-310.912,60.458,2.000
73995.326,297.787,42.045,42.419,-310.912,60.469,2.000
73995.326,297.789,42.361,42.579,-310.912,60.469,2.000
73991.294,297.789,42.282,42.419,-310.928,60.469,2.000
73995.326,297.790,42.282,42.419,-310.944,60.469,2.000
73983.232,297.789,42.440,42.099,-310.912,60.480,2.000
73991.294,297.787,42.203,42.259,-310.928,60.469,2.000
73991.294,297.787,42.203,42.419,-310.928,60.458,2.000
73995.326,297.784,42.282,42.419,-310.912,60.469,2.000
73995.326,297.787,42.361,42.259,-310.928,60.469,2.000
73995.326,297.789,42.440,42.579,-310.961,60.458,2.000
73995.326,297.790,42.361,42.419,-310.912,60.458,2.000
73995.326,297.789,42.440,42.419,-310.928,60.469,2.000
73995.326,297.787,42.440,42.739,-310.912,60.458,2.000
73991.294,297.787,42.440,42.579,-310.928,60.458,2.000
74003.388,297.787,42.282,42.579,-310.928,60.480,2.000
74003.388,297.787,42.440,42.579,-310.912,60.458,2.000
74007.420,297.785,42.519,42.579,-310.912,60.469,2.000
73999.357,297.787,42.440,42.579,-310.928,60.480,2.000
74003.388,297.789,42.519,42.739,-310.928,60.469,2.000
73991.294,297.787,42.598,42.739,-310.912,60.458,2.000
73995.326,297.785,42.598,42.579,-310.928,60.458,2.000
73995.326,297.789,42.598,42.739,-310.928,60.448,2.000
73999.357,297.790,42.519,42.579,-310.928,60.480,2.000
73999.357,297.785,42.440,42.899,-310.912,60.469,2.000
73999.357,297.784,42.598,43.060,-310.928,60.480,2.000
73991.294,297.787,42.598,43.060,-310.895,60.458,2.000
73999.357,297.784,42.598,43.060,-310.928,60.469,2.000
74003.388,297.787,42.519,42.899,-310.912,60.469,2.000
74003.388,297.789,42.598,43.380,-310.912,60.469,2.000
73999.357,297.785,42.598,43.060,-310.912,60.469,2.000
73999.357,297.785,42.519,43.220,-310.944,60.458,2.000
73991.294,297.785,42.598,43.060,-310.928,60.469,2.000
73999.357,297.787,42.756,42.899,-310.912,60.469,2.000
73999.357,297.784,42.756,43.060,-310.912,60.480,2.000
73991.294,297.784,42.598,43.060,-310.961,60.469,2.000
73995.326,297.784,42.677,43.220,-310.912,60.469,2.000
73991.294,297.785,42.756,42.579,-310.944,60.469,2.000
73991.294,297.784,42.756,42.579,-310.912,60.480,2.000
73995.326,297.787,42.677,42.739,-310.928,60.458,2.000
74003.388,297.785,42.756,42.579,-310.928,60.469,2.000
73995.326,297.785,42.598,42.739,-310.912,60.469,2.000
73999.357,297.785,42.756,42.899,-310.912,60.491,2.000
