%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
73914.698,297.023,1.204,1.272,-319.953,69.487,0.500
73914.698,297.021,1.204,1.592,-319.953,69.497,0.500
73918.730,297.021,1.283,1.592,-319.969,69.497,0.500
73918.730,297.021,1.362,1.432,-319.953,69.487,0.500
73918.730,297.019,1.362,1.592,-319.936,69.497,0.500
73926.792,297.021,1.204,1.432,-319.936,69.476,0.500
73922.761,297.021,1.362,1.432,-319.969,69.497,0.500
73922.761,297.019,1.520,1.272,-319.953,69.465,0.500
73918.730,297.019,1.283,1.592,-319.953,69.465,0.500
73922.761,297.018,1.204,1.272,-319.969,69.476,0.500
73918.730,297.023,1.204,1.752,-319.953,69.497,0.500
73918.730,297.021,1.283,1.432,-319.953,69.497,0.500
73922.761,297.019,1.362,1.272,-319.920,69.487,0.500
73922.761,297.018,1.362,1.432,-319.936,69.476,0.500
73914.698,297.019,1.283,1.752,-319.953,69.476,0.500
73918.730,297.019,1.362,1.272,-319.953,69.487,0.500
73918.730,297.019,1.362,1.592,-319.953,69.497,0.500
73914.698,297.018,1.204,1.272,-319.953,69.508,0.500
73918.730,297.018,1.283,1.272,-319.953,69.497,0.500
73922.761,297.018,1.283,1.432,-319.953,69.497,0.500
73914.698,297.019,1.283,1.432,-319.920,69.497,0.500
73922.761,297.023,1.283,1.432,-319.936,69.497,0.500
73914.698,297.018,1.283,1.592,-319.953,69.487,0.500
73914.698,297.021,1.125,1.432,-319.969,69.497,0.500
73906.636,297.023,1.204,1.432,-319.936,69.476,0.500
73910.667,297.021,1.283,1.592,-319.936,69.476,0.500
73910.667,297.019,1.283,1.432,-319.936,69.487,0.500
73906.636,297.018,1.204,1.272,-319.936,69.508,0.500
73902.604,297.019,1.204,1.592,-319.953,69.465,0.500
73906.636,297.021,1.204,1.272,-319.953,69.487,0.500
73910.667,297.018,1.125,1.432,-319.936,69.497,0.500
73906.636,297.023,1.125,1.432,-319.936,69.465,0.500
73910.667,297.023,1.204,1.432,-319.953,69.497,0.500
73906.636,297.021,1.125,1.592,-319.953,69.487,0.500
73902.604,297.021,1.204,1.432,-319.953,69.476,0.500
73902.604,297.021,1.283,1.592,-319.936,69.487,0.500
73902.604,297.018,1.046,1.272,-319.953,69.476,0.500
73906.636,297.018,1.046,1.432,-319.936,69.497,0.500
73902.604,297.019,1.125,1.272,-319.953,69.497,0.500
73902.604,297.018,1.204,1.432,-319.953,69.487,0.500
73906.636,297.018,1.204,1.432,-319.936,69.508,0.500
73902.604,297.021,1.125,1.112,-319.953,69.497,0.500
73902.604,297.019,1.125,1.272,-319.936,69.476,0.500
73902.604,297.018,1.046,1.112,-319.936,69.497,0.500
73910.667,297.019,1.046,1.272,-319.953,69.487,0.500
73906.636,297.018,1.046,1.112,-319.953,69.487,0.500
73906.636,297.019,0.967,1.272,-319.936,69.476,0.500
73918.730,297.015,1.046,1.272,-319.953,69.497,0.500
73906.636,297.018,1.125,1.112,-319.936,69.487,0.500
73906.636,297.018,1.046,1.112,-319.953,69.487,0.500
73914.698,297.019,1.204,1.112,-319.936,69.487,0.500
73914.698,297.018,1.125,0.952,-319.920,69.497,0.500
73910.667,297.016,1.204,0.792,-319.936,69.476,0.500
73910.667,297.019,1.125,1.112,-319.953,69.476,0.500
73914.698,297.018,1.204,1.272,-319.953,69.497,0.500
73914.698,297.018,1.125,1.272,-319.953,69.497,0.500
73918.730,297.019,1.204,0.792,-319.953,69.476,0.500
73910.667,297.016,1.125,1.112,-319.936,69.508,0.500
73914.698,297.018,1.204,1.272,-319.936,69.497,0.500
73918.730,297.019,1.125,1.272,-319.985,69.476,0.500
73910.667,297.016,1.125,0.952,-319.936,69.497,0.500
73918.730,297.016,1.046,1.112,-319.936,69.487,0.500
73918.730,297.019,1.046,1.112,-319.936,69.497,0.500
73918.730,297.018,1.125,1.112,-319.920,69.487,0.500
73918.730,297.018,1.204,1.272,-319.953,69.497,0.500
73922.761,297.015,0.967,1.112,-319.936,69.487,0.500
73918.730,297.015,1.125,1.272,-319.953,69.476,0.500
73918.730,297.013,1.046,1.112,-319.936,69.487,0.500
73926.792,297.015,1.125,1.272,-319.936,69.497,0.500
73918.730,297.016,0.967,1.112,-319.953,69.476,0.500
73914.698,297.015,0.967,1.272,-319.936,69.487,0.500
73918.730,297.016,1.046,1.112,-319.953,69.487,0.500
73918.730,297.016,0.967,1.432,-319.953,69.487,0.500
73918.730,297.016,1.046,1.432,-319.936,69.476,0.500
73910.667,297.016,1.046,1.272,-319.936,69.465,0.500
73914.698,297.016,1.046,1.592,-319.953,69.497,0.500
73922.761,297.015,1.125,1.432,-319.969,69.487,0.500
73914.698,297.015,1.046,1.432,-319.920,69.476,0.500
73918.730,297.015,1.125,1.592,-319.920,69.465,0.500
73918.730,297.018,1.046,1.432,-319.936,69.487,0.500
73914.698,297.015,1.125,1.432,-319.953,69.487,0.500
73914.698,297.016,1.204,1.752,-319.953,69.487,0.500
73926.792,297.018,0.888,1.272,-319.936,69.487,0.500
73910.667,297.016,1.046,1.592,-319.936,69.497,0.500
73914.698,297.018,1.204,1.752,-319.936,69.465,0.500
73914.698,297.019,1.362,1.272,-319.969,69.497,0.500
73922.761,297.016,1.125,1.592,-319.953,69.487,0.500
73914.698,297.019,1.125,1.592,-319.953,69.487,0.500
73914.698,297.016,1.125,1.432,-319.936,69.497,0.500
73922.761,297.019,1.125,1.272,-319.953,69.508,0.500
73914.698,297.019,1.204,1.592,-319.936,69.476,0.500
73918.730,297.019,1.441,1.272,-319.936,69.476,0.500
73910.667,297.019,1.204,1.272,-319.969,69.508,0.500
73914.698,297.023,1.283,1.272,-319.936,69.487,0.500
73914.698,297.021,1.283,1.272,-319.920,69.476,0.500
73914.698,297.021,1.204,1.272,-319.920,69.476,0.500
73914.698,297.019,1.283,1.272,-319.936,69.487,0.500
73922.761,297.021,1.125,1.592,-319.936,69.476,0.500
73914.698,297.019,1.125,1.272,-319.936,69.497,0.500
73910.667,297.023,1.204,1.112,-319.953,69.508,0.500
73914.698,297.021,1.283,1.272,-319.953,69.497,0.500
73910.667,297.023,1.283,1.432,-319.936,69.487,0.500
73910.667,297.021,1.283,1.592,-319.936,69.497,0.500
73910.667,297.023,1.204,1.272,-319.953,69.497,0.500
73902.604,297.019,1.283,1.112,-319.953,69.497,0.500
73910.667,297.021,1.362,1.432,-319.936,69.476,0.500
73906.636,297.023,1.125,1.592,-319.936,69.487,0.500
73906.636,297.018,1.283,1.592,-319.953,69.476,0.500
73906.636,297.019,1.362,1.592,-319.920,69.497,0.500
73914.698,297.023,1.283,1.272,-319.936,69.497,0.500
73910.667,297.019,1.283,1.432,-319.936,69.487,0.500
73906.636,297.021,1.283,1.272,-319.953,69.476,0.500
73906.636,297.019,1.283,1.432,-319.936,69.487,0.500
73914.698,297.018,1.283,1.432,-319.953,69.487,0.500
73910.667,297.021,1.362,1.592,-319.953,69.476,0.500
73914.698,297.019,1.046,1.592,-319.953,69.476,0.500
73906.636,297.018,1.204,1.432,-319.953,69.476,0.500
73902.604,297.018,1.204,1.272,-319.936,69.476,0.500
73898.573,297.018,1.204,1.432,-319.936,69.487,0.500
73906.636,297.019,1.204,1.432,-319.904,69.476,0.500
73902.604,297.015,1.283,1.432,-319.953,69.487,0.500
73906.636,297.018,1.046,1.592,-319.953,69.508,0.500
73906.636,297.019,1.125,1.592,-319.953,69.508,0.500
73902.604,297.019,1.125,1.432,-319.953,69.487,0.500
73914.698,297.019,1.204,1.432,-319.904,69.497,0.500
73914.698,297.018,1.125,1.112,-319.936,69.476,0.500
73910.667,297.018,1.204,1.432,-319.969,69.497,0.500
73910.667,297.015,1.125,1.272,-319.920,69.476,0.500
73902.604,297.016,1.204,1.432,-319.936,69.476,0.500
73910.667,297.016,1.204,1.432,-319.953,69.508,0.500
