%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
73999.357,297.790,22.822,23.073,-311.760,60.458,1.500
73999.357,297.795,22.822,23.233,-311.809,60.469,1.500
73995.326,297.792,22.663,22.913,-311.793,60.469,1.500
73999.357,297.790,22.742,23.073,-311.809,60.469,1.500
73991.294,297.790,22.822,23.393,-311.809,60.480,1.500
73991.294,297.792,22.980,23.233,-311.826,60.458,1.500
73995.326,297.792,22.901,22.913,-311.809,60.458,1.500
73995.326,297.794,22.742,22.913,-311.809,60.480,1.500
74003.388,297.792,22.901,22.753,-311.793,60.458,1.500
73999.357,297.794,22.822,23.073,-311.777,60.469,1.500
73995.326,297.792,22.663,23.073,-311.793,60.480,1.500
73999.357,297.792,22.742,23.073,-311.826,60.458,1.500
73999.357,297.792,22.822,22.913,-311.793,60.480,1.500
73995.326,297.790,22.822,23.073,-311.793,60.458,1.500
73999.357,297.790,22.742,23.233,-311.793,60.480,1.500
74003.388,297.792,22.822,23.393,-311.777,60.469,1.500
74003.388,297.792,22.742,22.913,-311.826,60.469,1.500
74003.388,297.792,22.742,23.073,-311.809,60.480,1.500
74003.388,297.790,22.822,23.073,-311.809,60.491,1.500
73999.357,297.792,22.822,23.393,-311.777,60.480,1.500
74003.388,297.790,22.822,23.073,-311.793,60.458,1.500
73999.357,297.792,22.742,22.753,-311.760,60.469,1.500
74003.388,297.789,22.822,22.913,-311.777,60.480,1.500
74007.420,297.790,22.742,22.913,-311.826,60.458,1.500
74007.420,297.789,22.663,23.073,-311.777,60.469,1.500
74011.451,297.792,22.822,22.753,-311.793,60.469,1.500
74003.388,297.792,22.822,23.073,-311.793,60.437,1.500
74003.388,297.792,22.742,22.593,-311.777,60.458,1.500
74015.483,297.792,22.822,22.913,-311.793,60.469,1.500
74007.420,297.789,22.980,22.753,-311.777,60.458,1.500
74007.420,297.794,22.822,22.753,-311.777,60.469,1.500
74007.420,297.790,22.901,23.073,-311.777,60.448,1.500
74011.451,297.794,22.901,22.593,-311.760,60.437,1.500
73999.357,297.794,22.980,22.913,-311.809,60.480,1.500
74007.420,297.789,22.980,22.753,-311.793,60.469,1.500
74007.420,297.792,22.822,22.593,-311.777,60.458,1.500
74007.420,297.792,23.059,22.753,-311.777,60.469,1.500
74011.451,297.794,22.980,22.913,-311.793,60.469,1.500
74007.420,297.795,22.980,22.593,-311.793,60.480,1.500
74007.420,297.794,23.059,22.913,-311.793,60.458,1.500
74007.420,297.790,22.980,22.913,-311.809,60.469,1.500
74007.420,297.794,22.822,22.593,-311.809,60.458,1.500
74003.388,297.794,22.901,22.753,-311.777,60.458,1.500
74011.451,297.795,22.901,22.753,-311.777,60.458,1.500
74011.451,297.795,22.980,22.913,-311.793,60.491,1.500
73999.357,297.795,23.138,22.753,-311.809,60.458,1.500
74003.388,297.797,22.901,22.593,-311.793,60.469,1.500
74003.388,297.794,22.980,22.113,-311.777,60.458,1.500
74003.388,297.795,22.980,22.913,-311.826,60.480,1.500
74003.388,297.794,22.980,22.593,-311.793,60.469,1.500
74011.451,297.795,23.138,22.593,-311.777,60.458,1.500
74003.388,297.795,22.980,22.753,-311.809,60.448,1.500
74003.388,297.790,22.901,22.433,-311.793,60.469,1.500
73999.357,297.795,22.901,22.913,-311.809,60.469,1.500
