"File Path: E:\Test Run 1 02-21-20 12 55 55 PM\DAQ- Crosshead, … - (Timed).csv   "
"Test: MTS EM Tension (Extensometer)_ASEN1022_cast 32"
"Test Run: Test Run 1"
"Date: 2/21/2020 12:51:31 PM"
""
""
"Crosshead ","Load ","Time ","Extensometer "
"in","lbf","sec","in"
"5.74670045932903E-05","26.4440129404762","0.194999992847443","2.51877958560289E-07"
"9.89709538470644E-05","27.1442545845534","0.294999986886978","5.72618986348263E-08"
"0.00015005273272386","27.3971732213212","0.395000010728836","7.88833215720864E-08"
"0.000194749294835882","27.706762331485","0.495000004768372","1.05152184422569E-06"
"0.000239445856947903","28.7292938168024","0.595000028610229","2.0529658113482E-06"
"0.000290527626872979","31.031256301562","0.694999992847443","4.98766704228234E-06"
"0.00034001312617581","34.0481335910146","0.795000016689301","8.41096627167229E-06"
"0.000383113363955269","37.1691517298257","0.894999980926514","1.17396195302116E-05"
"0.000426213601734728","40.4917727494186","0.995000004768372","1.51464582258781E-05"
"0.000482084326754053","44.6683940138734","1.09500002861023","2.11046007616532E-05"
"0.000547532854541242","50.0533221837423","1.19500005245209","2.58910023779129E-05"
"0.000601807273131443","54.6110031139255","1.29499995708466","3.18674657266213E-05"
"0.000651292736627396","58.7892812191933","1.39499998092651","3.64895003451782E-05"
"0.000711952309320336","63.9226817439086","1.49500000476837","3.95247061676382E-05"
"0.000778997179343526","69.7811610884902","1.59500002861023","4.51343235751457E-05"
"0.000826886372217234","73.8501700275974","1.69500005245209","4.69477584367383E-05"
"0.000869986609996692","77.8679712655542","1.79499995708466","5.12551647319007E-05"
"0.000924260956973138","82.5355491090383","1.89499998092651","5.36634637339418E-05"
"0.000984920601279834","87.9592638194289","1.99500000476837","5.38431113168407E-05"
"0.00103121345191754","92.2286510178474","2.09500002861023","5.79267693829597E-05"
"0.00107271741907475","95.9760132992599","2.1949999332428","5.87732350276934E-05"
"0.00111901026971246","100.004359317049","2.29500007629395","6.30058049477887E-05"
"0.00117966991401915","105.076823775095","2.39499998092651","6.72290024175616E-05"
"0.00123075171975111","109.630810258994","2.49499988555908","7.12997342007144E-05"
"0.00127385188591681","113.184202104363","2.59500002861023","7.46308301597138E-05"
"0.00132014473655452","116.975101908752","2.6949999332428","7.37082211888651E-05"
"0.00137920818185272","121.683054527326","2.79500007629395","7.7912096372085E-05"
"0.00143507879945142","126.276324947022","2.89499998092651","8.21537164806005E-05"
"0.00147817910884463","129.620522630617","2.99499988555908","8.22754688175967E-05"
"0.00152127927501033","132.764143096792","3.09500002861023","8.377762106096E-05"
"0.00157395735136453","136.862831097418","3.1949999332428","8.77805346171381E-05"
"0.00163461706728498","141.426298964354","3.29500007629395","9.04648240832575E-05"
