"File Path: C:\Users\Administrator\Desktop\New folder\1022\Test Run 1 01-28-20 12 42 51 PM\DAQ- Crosshead, … - (Timed).csv   "
"Test: MTS EM Tension (Extensometer)_ASEN1022_cast 2"
"Test Run: Test Run 1"
"Date: 1/28/2020 12:38:11 PM"
""
""
"Crosshead ","Load ","Time ","Extensometer "
"in","lbf","sec","in"
"0.000662466845824383","165.966176452038","0.19200000166893","8.48156714065534E-05"
"0.00119722924893264","229.866965943217","0.291999995708466","0.000156851026585223"
"0.00173199172365465","281.788871823674","0.391999989748001","0.000215690893737057"
"0.0022571762165744","328.264169089836","0.492000013589859","0.000272255430728386"
"0.00277916831147718","372.011105768606","0.592000007629395","0.000318510236558193"
"0.00329158220973643","413.414535451053","0.691999971866608","0.000362037256516802"
"0.00380080385320622","452.899103350251","0.791999995708466","0.000405888185494004"
"0.00431002549667601","490.34606577763","0.892000019550323","0.000441489496229832"
"0.00481286148474676","526.228119760152","0.991999983787537","0.000479473325015526"
"0.00532208341467158","561.64546248261","1.09200000762939","0.00051304195089977"
"0.00581214895130934","593.302030402788","1.19200003147125","0.000547041942243552"
"0.00633094821851261","625.10420821702","1.29200005531311","0.000578799169782391"
"0.00681782150036091","653.023931193121","1.39199995994568","0.000604754823716504"
"0.00733502464016943","682.064789979938","1.49199998378754","0.000631192330808166"
"0.00782828300450672","709.075617424366","1.59200000762939","0.00065396572007178"
"0.00833271540642723","736.53238546027","1.69200003147125","0.000679886319072308"
"0.0088275704710693","762.165050658303","1.79200005531311","0.000703606657032107"
"0.00932881061820035","787.998869366213","1.89199995994568","0.000726021547832959"
"0.00982685793763188","812.854198367683","1.99199998378754","0.000748173974217906"
"0.0103280980847629","837.876816836577","2.09200000762939","0.000771387215171149"
"0.0108357227414729","862.540267892472","2.19199991226196","0.000794110904488067"
"0.0113273849784155","886.407776738202","2.29200005531311","0.000812266209079356"
"0.0118350107809455","910.983466685695","2.39199995994568","0.000837712581787354"
"0.0123186912350943","933.846580106932","2.49200010299683","0.000856344046242586"
"0.0128406833299971","960.139017840365","2.59200000762939","0.000881988287758537"
"0.0133275560389354","983.273153371228","2.69199991226196","0.000901698040538541"
"0.0138383740962549","1007.60992893168","2.79200005531311","0.000924495563637942"
"0.0143284402058027","1029.76897762585","2.89199995994568","0.000944575273081675"
"0.0148312764803285","1053.25097426056","2.99200010299683","0.000966015429048997"
"0.0153277270994552","1075.54031993493","3.09200000762939","0.000983542609386014"
"0.0158273711191916","1098.21484851034","3.19199991226196","0.00100613316873044"
"0.0163286112663226","1120.47301950706","3.29200005531311","0.00102664012584274"
"0.0168234657580546","1143.6832256422","3.39199995994568","0.0010460845496566"
"0.0173294942873699","1166.40605301399","3.49200010299683","0.00106534399513859"
"0.0178227526517072","1188.94940644926","3.59200000762939","0.0010872838718956"
"0.0183367629638162","1213.25248262225","3.69199991226196","0.00111043101335201"
"0.0188236368185745","1235.04742425379","3.79200005531311","0.00113038453935759"
"0.0193408405312931","1259.54062205248","3.89199995994568","0.00115525828847225"
"0.0198277132402314","1280.64686675579","3.99200010299683","0.00117230887926279"
"0.0203353390427614","1304.77914082162","4.09200000762939","0.00119315249264226"
"0.0208301935344934","1326.52644227674","4.19199991226196","0.00121213644000474"
"0.0213362220638087","1350.16628815958","4.29199981689453","0.00123660227716497"
"0.0218342688103302","1372.47594128243","4.39200019836426","0.00125534259452939"
"0.0223275283204876","1394.99865795926","4.49200010299683","0.00127749888805717"
"0.022831959576588","1417.90776500704","4.59200000762939","0.00129868381259794"
"0.02332681406832","1441.83246401847","4.69199991226196","0.00132305182536741"
"0.0238376321256395","1465.72434180237","4.79199981689453","0.00134601692465596"
"0.0243229098530032","1488.22279931102","4.89200019836426","0.00136782531855687"
"0.0248369201651122","1513.12170699921","4.99200010299683","0.00139221381286056"
"0.0253221978924758","1535.66143802476","5.09200000762939","0.0014147535264382"
"0.0258378031861594","1561.54981241857","5.19199991226196","0.0014403550145418"
"0.026329465423102","1584.11819341196","5.29199981689453","0.00146262116357134"
"0.0268338989708426","1609.42072535981","5.39200019836426","0.00148712423988471"
"0.0273303507357894","1632.44168802918","5.49200010299683","0.00150742530744838"
"0.0278299924638856","1656.33016294334","5.59200000762939","0.00153285964904536"
"0.0283312337568367","1681.39614055897","5.69199991226196","0.00155744780250092"
"0.0288260882485687","1705.25201378558","5.79199981689453","0.00158159639072186"
"0.029332116777884","1729.63555136251","5.89200019836426","0.00160602699391412"
"0.0298285685428308","1754.13039571108","5.99200010299683","0.00162910538616473"
"0.0303377893269355","1779.55587004969","6.09200000762939","0.00165469111924199"
"0.0308246620358738","1803.44555243376","6.19199991226196","0.00167648862785198"
"0.0313418668944125","1830.10154837986","6.29199981689453","0.00170346481361661"
"0.0318287396033507","1853.63579553064","6.39200019836426","0.00172851845648646"
"0.0323411526422449","1880.42252753692","6.49200010299683","0.00175474556236286"
"0.0328280253511832","1903.33876963416","6.59200000762939","0.00177723657858639"
"0.0333324588989238","1929.95667539313","6.69199991226196","0.00180515405556048"
"0.0338336979002347","1955.70015339783","6.79199981689453","0.00183272048190243"
"0.0343301496651816","1980.67436330036","6.89200019836426","0.00185739743641548"
"0.0348345832129222","2006.61674453011","6.99200010299683","0.00188375774387813"
"0.0353214559218604","2031.46362124222","7.09200000762939","0.00191144061418742"
"0.035825889469601","2057.52674946289","7.19199991226196","0.0019378642282104"
"0.0363207439613331","2083.31259868441","7.29199981689453","0.0019638495660464"
"0.0368363492550167","2110.75773110119","7.39200019836426","0.00199284683523414"
"0.0373200297091655","2135.20899676303","7.49200010299683","0.00201734074498673"
"0.0378372345677042","2162.65017746011","7.59200000762939","0.00204730537279113"
"0.0383272995314319","2187.15237639812","7.69199991226196","0.00207247760804099"
"0.0388365226071768","2215.70530757162","7.79199981689453","0.00210362873255554"
"0.0393313748072686","2240.84351384183","7.89200019836426","0.00213002656562635"
"0.0398326161002198","2266.96284429827","7.99200010299683","0.00215983120829974"
"0.0403338573931709","2294.19326661119","8.09200000762939","0.00218728419845212"
"0.0408255196301135","2319.54464620537","8.19200038909912","0.00221661418515045"
"0.0413299508862139","2347.21283124538","8.29199981689453","0.00224681327639214"
