%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
72943.139,297.274,1.306,0.404,-232.987,-62.467,0.500
72939.108,297.274,1.385,-0.077,-233.020,-62.467,0.500
72931.045,297.274,1.306,-0.077,-232.987,-62.489,0.500
72931.045,297.276,1.306,0.084,-232.987,-62.467,0.500
72922.982,297.274,1.306,-0.077,-232.987,-62.489,0.500
72922.982,297.274,1.306,0.404,-232.987,-62.489,0.500
72914.920,297.274,1.464,0.244,-232.987,-62.456,0.500
72906.857,297.274,1.385,0.404,-232.971,-62.467,0.500
72906.857,297.276,1.306,0.244,-233.003,-62.478,0.500
72902.825,297.274,1.385,0.404,-233.003,-62.467,0.500
72894.763,297.274,1.306,0.244,-233.003,-62.489,0.500
72886.700,297.274,1.306,0.084,-233.003,-62.499,0.500
72878.637,297.273,1.306,0.404,-232.971,-62.489,0.500
72870.574,297.274,1.543,0.084,-232.987,-62.478,0.500
72862.512,297.274,1.385,0.244,-232.987,-62.456,0.500
72858.480,297.271,1.306,0.404,-233.003,-62.478,0.500
72850.418,297.273,1.464,0.084,-232.987,-62.489,0.500
72850.418,297.274,1.464,0.244,-232.955,-62.478,0.500
72850.418,297.274,1.622,0.084,-232.971,-62.489,0.500
72854.449,297.269,1.385,0.244,-232.987,-62.478,0.500
72834.292,297.271,1.464,0.244,-232.987,-62.478,0.500
72834.292,297.269,1.385,0.404,-233.003,-62.478,0.500
72830.261,297.268,1.464,0.244,-232.987,-62.478,0.500
72830.261,297.268,1.306,0.244,-232.971,-62.478,0.500
72822.198,297.273,1.622,0.404,-232.955,-62.478,0.500
72830.261,297.271,1.385,0.084,-232.971,-62.478,0.500
72826.229,297.269,1.306,0.244,-232.971,-62.478,0.500
72830.261,297.273,1.385,0.084,-233.003,-62.478,0.500
72818.167,297.273,1.464,0.244,-232.987,-62.478,0.500
72826.229,297.273,1.385,0.244,-232.971,-62.467,0.500
72826.229,297.271,1.464,0.084,-232.971,-62.478,0.500
72834.292,297.271,1.385,0.404,-232.971,-62.489,0.500
72834.292,297.271,1.385,-0.237,-233.003,-62.478,0.500
72838.324,297.273,1.306,0.084,-233.003,-62.499,0.500
72826.229,297.273,1.385,-0.077,-232.987,-62.478,0.500
72850.418,297.273,1.306,-0.077,-232.987,-62.478,0.500
72846.386,297.273,1.464,0.244,-233.003,-62.478,0.500
72854.449,297.273,1.148,-0.077,-232.987,-62.467,0.500
72854.449,297.274,1.385,0.084,-232.971,-62.467,0.500
72858.480,297.276,1.306,-0.077,-233.003,-62.478,0.500
72858.480,297.276,1.306,0.084,-232.987,-62.489,0.500
72866.543,297.274,1.385,-0.077,-232.971,-62.467,0.500
72866.543,297.274,1.306,0.084,-232.987,-62.499,0.500
72870.574,297.276,1.306,0.244,-232.971,-62.489,0.500
72870.574,297.277,1.385,0.084,-232.971,-62.456,0.500
