Power,Fuel,Cost,Efficiency,Lifetime,Power Code
486243.5340570324,0,3955832086.4134665,486243.5340570324,10,"(0, 2, 1, 0, 0, 0)"
486243.5340570324,0,4148086537.963315,486243.5340570324,10,"(0, 2, 1, 0, 0, 1)"
486243.5340570324,0,4807530084.897756,486243.5340570324,10,"(0, 2, 1, 0, 0, 2)"
486243.5340570324,0,3736698972.105918,486243.5340570324,10,"(0, 2, 1, 0, 1, 0)"
486243.5340570324,0,3990344627.08413,486243.5340570324,10,"(0, 2, 1, 0, 1, 1)"
486243.5340570324,0,4682002316.792688,486243.5340570324,10,"(0, 2, 1, 0, 1, 2)"
486243.5340570324,0,2187787042.509432,486243.5340570324,10,"(0, 2, 1, 1, 0, 0)"
486243.5340570324,0,2987924832.1527467,486243.5340570324,10,"(0, 2, 1, 1, 0, 1)"
486243.5340570324,0,3966684584.676489,486243.5340570324,10,"(0, 2, 1, 1, 0, 2)"
486243.5340570324,0,2147012046.0800323,486243.5340570324,10,"(0, 2, 1, 1, 1, 0)"
486243.5340570324,0,2947218581.370863,486243.5340570324,10,"(0, 2, 1, 1, 1, 1)"
486243.5340570324,0,3925980285.1872807,486243.5340570324,10,"(0, 2, 1, 1, 1, 2)"
486243.5340570324,0,9996288209.65601,486243.5340570324,10,"(0, 2, 1, 2, 0, 0)"
486243.5340570324,0,8543053298.4940405,486243.5340570324,10,"(0, 2, 1, 2, 0, 1)"
486243.5340570324,0,8345392136.356033,486243.5340570324,10,"(0, 2, 1, 2, 0, 2)"
486243.5340570324,0,9167789745.282307,486243.5340570324,10,"(0, 2, 1, 2, 1, 0)"
486243.5340570324,0,7941944156.277745,486243.5340570324,10,"(0, 2, 1, 2, 1, 1)"
486243.5340570324,0,7862962463.415992,486243.5340570324,10,"(0, 2, 1, 2, 1, 2)"
486243.5340570324,0,2045707939.5856843,486243.5340570324,10,"(0, 2, 1, 3, 0, 0)"
486243.5340570324,0,2808699011.668222,486243.5340570324,10,"(0, 2, 1, 3, 0, 1)"
486243.5340570324,0,3772498026.078489,486243.5340570324,10,"(0, 2, 1, 3, 0, 2)"
486243.5340570324,0,2019265690.301916,486243.5340570324,10,"(0, 2, 1, 3, 1, 0)"
486243.5340570324,0,2786072805.29447,486243.5340570324,10,"(0, 2, 1, 3, 1, 1)"
486243.5340570324,0,3751382984.6732306,486243.5340570324,10,"(0, 2, 1, 3, 1, 2)"
486133.5340570324,0,1793588644.5392108,486133.5340570324,10,"(0, 3, 0, 0, 0, 0)"
486133.5340570324,0,2594407904.525427,486133.5340570324,10,"(0, 3, 0, 0, 0, 1)"
486133.5340570324,0,3573187000.0641356,486133.5340570324,10,"(0, 3, 0, 0, 0, 2)"
486133.5340570324,0,1793588644.5392108,486133.5340570324,10,"(0, 3, 0, 0, 1, 0)"
486133.5340570324,0,2594407904.525427,486133.5340570324,10,"(0, 3, 0, 0, 1, 1)"
486133.5340570324,0,3573187000.0641356,486133.5340570324,10,"(0, 3, 0, 0, 1, 2)"
486133.5340570324,0,1793588644.5392108,486133.5340570324,10,"(0, 3, 0, 1, 0, 0)"
486133.5340570324,0,2594407904.525427,486133.5340570324,10,"(0, 3, 0, 1, 0, 1)"
486133.5340570324,0,3573187000.0641356,486133.5340570324,10,"(0, 3, 0, 1, 0, 2)"
486133.5340570324,0,1793588644.5392108,486133.5340570324,10,"(0, 3, 0, 1, 1, 0)"
486133.5340570324,0,2594407904.525427,486133.5340570324,10,"(0, 3, 0, 1, 1, 1)"
486133.5340570324,0,3573187000.0641356,486133.5340570324,10,"(0, 3, 0, 1, 1, 2)"
486133.5340570324,0,1793588644.5392108,486133.5340570324,10,"(0, 3, 0, 2, 0, 0)"
486133.5340570324,0,2594407904.525427,486133.5340570324,10,"(0, 3, 0, 2, 0, 1)"
486133.5340570324,0,3573187000.0641356,486133.5340570324,10,"(0, 3, 0, 2, 0, 2)"
486133.5340570324,0,1793588644.5392108,486133.5340570324,10,"(0, 3, 0, 2, 1, 0)"
486133.5340570324,0,2594407904.525427,486133.5340570324,10,"(0, 3, 0, 2, 1, 1)"
486133.5340570324,0,3573187000.0641356,486133.5340570324,10,"(0, 3, 0, 2, 1, 2)"
486133.5340570324,0,1793588644.5392108,486133.5340570324,10,"(0, 3, 0, 3, 0, 0)"
486133.5340570324,0,2594407904.525427,486133.5340570324,10,"(0, 3, 0, 3, 0, 1)"
486133.5340570324,0,3573187000.0641356,486133.5340570324,10,"(0, 3, 0, 3, 0, 2)"
486133.5340570324,0,1793588644.5392108,486133.5340570324,10,"(0, 3, 0, 3, 1, 0)"
486133.5340570324,0,2594407904.525427,486133.5340570324,10,"(0, 3, 0, 3, 1, 1)"
486133.5340570324,0,3573187000.0641356,486133.5340570324,10,"(0, 3, 0, 3, 1, 2)"
486243.5340570324,0,1893588644.5392108,486243.5340570324,10,"(0, 3, 1, 0, 0, 0)"
486243.5340570324,0,2694407904.525427,486243.5340570324,10,"(0, 3, 1, 0, 0, 1)"
486243.5340570324,0,3673187000.0641356,486243.5340570324,10,"(0, 3, 1, 0, 0, 2)"
486243.5340570324,0,1893588644.5392108,486243.5340570324,10,"(0, 3, 1, 0, 1, 0)"
486243.5340570324,0,2694407904.525427,486243.5340570324,10,"(0, 3, 1, 0, 1, 1)"
486243.5340570324,0,3673187000.0641356,486243.5340570324,10,"(0, 3, 1, 0, 1, 2)"
486243.5340570324,0,1893588644.5392108,486243.5340570324,10,"(0, 3, 1, 1, 0, 0)"
486243.5340570324,0,2694407904.525427,486243.5340570324,10,"(0, 3, 1, 1, 0, 1)"
486243.5340570324,0,3673187000.0641356,486243.5340570324,10,"(0, 3, 1, 1, 0, 2)"
486243.5340570324,0,1893588644.5392108,486243.5340570324,10,"(0, 3, 1, 1, 1, 0)"
486243.5340570324,0,2694407904.525427,486243.5340570324,10,"(0, 3, 1, 1, 1, 1)"
486243.5340570324,0,3673187000.0641356,486243.5340570324,10,"(0, 3, 1, 1, 1, 2)"
486243.5340570324,0,1893588644.5392108,486243.5340570324,10,"(0, 3, 1, 2, 0, 0)"
486243.5340570324,0,2694407904.525427,486243.5340570324,10,"(0, 3, 1, 2, 0, 1)"
486243.5340570324,0,3673187000.0641356,486243.5340570324,10,"(0, 3, 1, 2, 0, 2)"
486243.5340570324,0,1893588644.5392108,486243.5340570324,10,"(0, 3, 1, 2, 1, 0)"
486243.5340570324,0,2694407904.525427,486243.5340570324,10,"(0, 3, 1, 2, 1, 1)"
486243.5340570324,0,3673187000.0641356,486243.5340570324,10,"(0, 3, 1, 2, 1, 2)"
486243.5340570324,0,1893588644.5392108,486243.5340570324,10,"(0, 3, 1, 3, 0, 0)"
486243.5340570324,0,2694407904.525427,486243.5340570324,10,"(0, 3, 1, 3, 0, 1)"
486243.5340570324,0,3673187000.0641356,486243.5340570324,10,"(0, 3, 1, 3, 0, 2)"
486243.5340570324,0,1893588644.5392108,486243.5340570324,10,"(0, 3, 1, 3, 1, 0)"
486243.5340570324,0,2694407904.525427,486243.5340570324,10,"(0, 3, 1, 3, 1, 1)"
486243.5340570324,0,3673187000.0641356,486243.5340570324,10,"(0, 3, 1, 3, 1, 2)"
486133.5340570324,0,8665833909.505411,486133.5340570324,10,"(1, 0, 0, 0, 0, 0)"
486133.5340570324,0,7438103808.0370655,486133.5340570324,10,"(1, 0, 0, 0, 0, 1)"
486133.5340570324,0,7352431074.894882,486133.5340570324,10,"(1, 0, 0, 0, 0, 2)"
486133.5340570324,0,7935390195.1469145,486133.5340570324,10,"(1, 0, 0, 0, 1, 0)"
486133.5340570324,0,6912297438.439782,486133.5340570324,10,"(1, 0, 0, 0, 1, 1)"
486133.5340570324,0,6934005181.211323,486133.5340570324,10,"(1, 0, 0, 0, 1, 2)"
486133.5340570324,0,2772350429.8252945,486133.5340570324,10,"(1, 0, 0, 1, 0, 0)"
486133.5340570324,0,3570898122.0018387,486133.5340570324,10,"(1, 0, 0, 1, 0, 1)"
486133.5340570324,0,4549612740.823991,486133.5340570324,10,"(1, 0, 0, 1, 0, 2)"
486133.5340570324,0,2636433775.060629,486133.5340570324,10,"(1, 0, 0, 1, 1, 0)"
486133.5340570324,0,3435210619.3955593,486133.5340570324,10,"(1, 0, 0, 1, 1, 1)"
486133.5340570324,0,4413931742.52663,486133.5340570324,10,"(1, 0, 0, 1, 1, 2)"
486133.5340570324,0,28800687653.647224,486133.5340570324,10,"(1, 0, 0, 2, 0, 0)"
486133.5340570324,0,22087993009.806152,486133.5340570324,10,"(1, 0, 0, 2, 0, 1)"
486133.5340570324,0,19145304579.755806,486133.5340570324,10,"(1, 0, 0, 2, 0, 2)"
486133.5340570324,0,26039026105.734867,486133.5340570324,10,"(1, 0, 0, 2, 1, 0)"
486133.5340570324,0,20084295869.08516,486133.5340570324,10,"(1, 0, 0, 2, 1, 1)"
486133.5340570324,0,17537205669.95567,486133.5340570324,10,"(1, 0, 0, 2, 1, 2)"
486133.5340570324,0,2298753420.0794687,486133.5340570324,10,"(1, 0, 0, 3, 0, 0)"
486133.5340570324,0,2973478720.386756,486133.5340570324,10,"(1, 0, 0, 3, 0, 1)"
486133.5340570324,0,3902324212.163992,486133.5340570324,10,"(1, 0, 0, 3, 0, 2)"
486133.5340570324,0,2210612589.1335735,486133.5340570324,10,"(1, 0, 0, 3, 1, 0)"
486133.5340570324,0,2898058032.474248,486133.5340570324,10,"(1, 0, 0, 3, 1, 1)"
486133.5340570324,0,3831940740.8131313,486133.5340570324,10,"(1, 0, 0, 3, 1, 2)"
486243.5340570324,0,8765833909.505411,486243.5340570324,10,"(1, 0, 1, 0, 0, 0)"
486243.5340570324,0,7538103808.0370655,486243.5340570324,10,"(1, 0, 1, 0, 0, 1)"
486243.5340570324,0,7452431074.894882,486243.5340570324,10,"(1, 0, 1, 0, 0, 2)"
486243.5340570324,0,8035390195.1469145,486243.5340570324,10,"(1, 0, 1, 0, 1, 0)"
486243.5340570324,0,7012297438.439782,486243.5340570324,10,"(1, 0, 1, 0, 1, 1)"
486243.5340570324,0,7034005181.211323,486243.5340570324,10,"(1, 0, 1, 0, 1, 2)"
486243.5340570324,0,2872350429.8252945,486243.5340570324,10,"(1, 0, 1, 1, 0, 0)"
486243.5340570324,0,3670898122.0018387,486243.5340570324,10,"(1, 0, 1, 1, 0, 1)"
486243.5340570324,0,4649612740.823991,486243.5340570324,10,"(1, 0, 1, 1, 0, 2)"
486243.5340570324,0,2736433775.060629,486243.5340570324,10,"(1, 0, 1, 1, 1, 0)"
486243.5340570324,0,3535210619.3955593,486243.5340570324,10,"(1, 0, 1, 1, 1, 1)"
486243.5340570324,0,4513931742.52663,486243.5340570324,10,"(1, 0, 1, 1, 1, 2)"
486243.5340570324,0,28900687653.647224,486243.5340570324,10,"(1, 0, 1, 2, 0, 0)"
486243.5340570324,0,22187993009.806152,486243.5340570324,10,"(1, 0, 1, 2, 0, 1)"
486243.5340570324,0,19245304579.755806,486243.5340570324,10,"(1, 0, 1, 2, 0, 2)"
486243.5340570324,0,26139026105.734867,486243.5340570324,10,"(1, 0, 1, 2, 1, 0)"
486243.5340570324,0,20184295869.08516,486243.5340570324,10,"(1, 0, 1, 2, 1, 1)"
486243.5340570324,0,17637205669.95567,486243.5340570324,10,"(1, 0, 1, 2, 1, 2)"
486243.5340570324,0,2398753420.0794687,486243.5340570324,10,"(1, 0, 1, 3, 0, 0)"
486243.5340570324,0,3073478720.386756,486243.5340570324,10,"(1, 0, 1, 3, 0, 1)"
486243.5340570324,0,4002324212.163992,486243.5340570324,10,"(1, 0, 1, 3, 0, 2)"
486243.5340570324,0,2310612589.1335735,486243.5340570324,10,"(1, 0, 1, 3, 1, 0)"
486243.5340570324,0,2998058032.474248,486243.5340570324,10,"(1, 0, 1, 3, 1, 1)"
486243.5340570324,0,3931940740.8131313,486243.5340570324,10,"(1, 0, 1, 3, 1, 2)"
486133.5340570324,0,6603590467.631152,486133.5340570324,10,"(1, 1, 0, 0, 0, 0)"
486133.5340570324,0,5984425174.599178,486133.5340570324,10,"(1, 1, 0, 0, 0, 1)"
486133.5340570324,0,6218087990.061262,486133.5340570324,10,"(1, 1, 0, 0, 0, 2)"
486133.5340570324,0,6092279867.580206,486133.5340570324,10,"(1, 1, 0, 0, 1, 0)"
486133.5340570324,0,5616360715.881079,486133.5340570324,10,"(1, 1, 0, 0, 1, 1)"
486133.5340570324,0,5925189864.48277,486133.5340570324,10,"(1, 1, 0, 0, 1, 2)"
486133.5340570324,0,2478152031.8550735,486133.5340570324,10,"(1, 1, 0, 1, 0, 0)"
486133.5340570324,0,3277381194.3745193,486133.5340570324,10,"(1, 1, 0, 1, 0, 1)"
486133.5340570324,0,4256115156.2116385,486133.5340570324,10,"(1, 1, 0, 1, 0, 2)"
486133.5340570324,0,2383010373.5198073,486133.5340570324,10,"(1, 1, 0, 1, 1, 0)"
486133.5340570324,0,3182399942.5501237,486133.5340570324,10,"(1, 1, 0, 1, 1, 1)"
486133.5340570324,0,4161138457.4034863,486133.5340570324,10,"(1, 1, 0, 1, 1, 2)"
486133.5340570324,0,20697988088.530426,486133.5340570324,10,"(1, 1, 0, 2, 0, 0)"
486133.5340570324,0,16239347615.837538,486133.5340570324,10,"(1, 1, 0, 2, 0, 1)"
486133.5340570324,0,14473099443.463905,486133.5340570324,10,"(1, 1, 0, 2, 0, 2)"
486133.5340570324,0,18764825004.991776,486133.5340570324,10,"(1, 1, 0, 2, 1, 0)"
486133.5340570324,0,14836759617.332846,486133.5340570324,10,"(1, 1, 0, 2, 1, 1)"
486133.5340570324,0,13347430206.603813,486133.5340570324,10,"(1, 1, 0, 2, 1, 2)"
486133.5340570324,0,2146634125.0329952,486133.5340570324,10,"(1, 1, 0, 3, 0, 0)"
486133.5340570324,0,2859187613.2439613,486133.5340570324,10,"(1, 1, 0, 3, 0, 1)"
486133.5340570324,0,3803013186.1496387,486133.5340570324,10,"(1, 1, 0, 3, 0, 2)"
486133.5340570324,0,2084935543.3708687,486133.5340570324,10,"(1, 1, 0, 3, 1, 0)"
486133.5340570324,0,2806393131.705206,486133.5340570324,10,"(1, 1, 0, 3, 1, 1)"
486133.5340570324,0,3753744756.2040367,486133.5340570324,10,"(1, 1, 0, 3, 1, 2)"
486243.5340570324,0,6703590467.631152,486243.5340570324,10,"(1, 1, 1, 0, 0, 0)"
486243.5340570324,0,6084425174.599178,486243.5340570324,10,"(1, 1, 1, 0, 0, 1)"
486243.5340570324,0,6318087990.061262,486243.5340570324,10,"(1, 1, 1, 0, 0, 2)"
486243.5340570324,0,6192279867.580206,486243.5340570324,10,"(1, 1, 1, 0, 1, 0)"
486243.5340570324,0,5716360715.881079,486243.5340570324,10,"(1, 1, 1, 0, 1, 1)"
486243.5340570324,0,6025189864.48277,486243.5340570324,10,"(1, 1, 1, 0, 1, 2)"
486243.5340570324,0,2578152031.8550735,486243.5340570324,10,"(1, 1, 1, 1, 0, 0)"
486243.5340570324,0,3377381194.3745193,486243.5340570324,10,"(1, 1, 1, 1, 0, 1)"
486243.5340570324,0,4356115156.211638,486243.5340570324,10,"(1, 1, 1, 1, 0, 2)"
486243.5340570324,0,2483010373.5198073,486243.5340570324,10,"(1, 1, 1, 1, 1, 0)"
486243.5340570324,0,3282399942.5501237,486243.5340570324,10,"(1, 1, 1, 1, 1, 1)"
486243.5340570324,0,4261138457.4034863,486243.5340570324,10,"(1, 1, 1, 1, 1, 2)"
486243.5340570324,0,20797988088.530426,486243.5340570324,10,"(1, 1, 1, 2, 0, 0)"
486243.5340570324,0,16339347615.837538,486243.5340570324,10,"(1, 1, 1, 2, 0, 1)"
486243.5340570324,0,14573099443.463905,486243.5340570324,10,"(1, 1, 1, 2, 0, 2)"
486243.5340570324,0,18864825004.991776,486243.5340570324,10,"(1, 1, 1, 2, 1, 0)"
486243.5340570324,0,14936759617.332846,486243.5340570324,10,"(1, 1, 1, 2, 1, 1)"
