Power,Fuel,Cost,Efficiency,Lifetime,Power Code 
[1291583.21951017],[0.],[1.47820891e+10],[1291583.21951017],[10.],"(3, 0, 0, 1, 0, 1, 1)"
[1291583.21951017],[0.],[1.3218291e+10],[1291583.21951017],[10.],"(3, 0, 0, 1, 0, 1, 2)"
[1291583.21951017],[0.],[5.11046837e+09],[1291583.21951017],[10.],"(3, 0, 0, 1, 1, 0, 0)"
[1291583.21951017],[0.],[5.90525293e+09],[1291583.21951017],[10.],"(3, 0, 0, 1, 1, 0, 1)"
[1291583.21951017],[0.],[6.88386073e+09],[1291583.21951017],[10.],"(3, 0, 0, 1, 1, 0, 2)"
[1291583.21951017],[0.],[4.74938914e+09],[1291583.21951017],[10.],"(3, 0, 0, 1, 1, 1, 0)"
[1291583.21951017],[0.],[5.54478248e+09],[1291583.21951017],[10.],"(3, 0, 0, 1, 1, 1, 1)"
[1291583.21951017],[0.],[6.52340756e+09],[1291583.21951017],[10.],"(3, 0, 0, 1, 1, 1, 2)"
[1291583.21951017],[0.],[7.42579312e+10],[1291583.21951017],[10.],"(3, 0, 0, 1, 2, 0, 0)"
[1291583.21951017],[0.],[5.50981814e+10],[1291583.21951017],[10.],"(3, 0, 0, 1, 2, 0, 1)"
[1291583.21951017],[0.],[4.56591021e+10],[1291583.21951017],[10.],"(3, 0, 0, 1, 2, 0, 2)"
[1291583.21951017],[0.],[6.69212394e+10],[1291583.21951017],[10.],"(3, 0, 0, 1, 2, 1, 0)"
[1291583.21951017],[0.],[4.97751147e+10],[1291583.21951017],[10.],"(3, 0, 0, 1, 2, 1, 1)"
[1291583.21951017],[0.],[4.13869906e+10],[1291583.21951017],[10.],"(3, 0, 0, 1, 2, 1, 2)"
[1291583.21951017],[0.],[3.85229996e+09],[1291583.21951017],[10.],"(3, 0, 0, 1, 3, 0, 0)"
[1291583.21951017],[0.],[4.31813519e+09],[1291583.21951017],[10.],"(3, 0, 0, 1, 3, 0, 1)"
[1291583.21951017],[0.],[5.16425955e+09],[1291583.21951017],[10.],"(3, 0, 0, 1, 3, 0, 2)"
[1291583.21951017],[0.],[3.61814306e+09],[1291583.21951017],[10.],"(3, 0, 0, 1, 3, 1, 0)"
[1291583.21951017],[0.],[4.1177709e+09],[1291583.21951017],[10.],"(3, 0, 0, 1, 3, 1, 1)"
[1291583.21951017],[0.],[4.97727725e+09],[1291583.21951017],[10.],"(3, 0, 0, 1, 3, 1, 2)"
[1291473.21951017],[0.],[1.51886263e+10],[1291473.21951017],[10.],"(3, 0, 1, 0, 0, 0, 0)"
[1291473.21951017],[0.],[1.22170829e+10],[1291473.21951017],[10.],"(3, 0, 1, 0, 0, 0, 1)"
[1291473.21951017],[0.],[1.12163694e+10],[1291473.21951017],[10.],"(3, 0, 1, 0, 0, 0, 2)"
[1291473.21951017],[0.],[1.38302672e+10],[1291473.21951017],[10.],"(3, 0, 1, 0, 0, 1, 0)"
[1291473.21951017],[0.],[1.12392746e+10],[1291473.21951017],[10.],"(3, 0, 1, 0, 0, 1, 1)"
[1291473.21951017],[0.],[1.04382497e+10],[1291473.21951017],[10.],"(3, 0, 1, 0, 0, 1, 2)"
[1291473.21951017],[0.],[4.22889432e+09],[1291473.21951017],[10.],"(3, 0, 1, 0, 1, 0, 0)"
[1291473.21951017],[0.],[5.02548929e+09],[1291473.21951017],[10.],"(3, 0, 1, 0, 1, 0, 1)"
[1291473.21951017],[0.],[6.00414849e+09],[1291473.21951017],[10.],"(3, 0, 1, 0, 1, 0, 2)"
[1291473.21951017],[0.],[3.97613887e+09],[1291473.21951017],[10.],"(3, 0, 1, 0, 1, 1, 0)"
[1291473.21951017],[0.],[4.77315998e+09],[1291473.21951017],[10.],"(3, 0, 1, 0, 1, 1, 1)"
[1291473.21951017],[0.],[5.75183126e+09],[1291473.21951017],[10.],"(3, 0, 1, 0, 1, 1, 2)"
[1291473.21951017],[0.],[5.26321183e+10],[1291473.21951017],[10.],"(3, 0, 1, 0, 2, 0, 0)"
[1291473.21951017],[0.],[3.94605392e+10],[1291473.21951017],[10.],"(3, 0, 1, 0, 2, 0, 1)"
[1291473.21951017],[0.],[3.31468175e+10],[1291473.21951017],[10.],"(3, 0, 1, 0, 2, 0, 2)"
[1291473.21951017],[0.],[4.7496434e+10],[1291473.21951017],[10.],"(3, 0, 1, 0, 2, 1, 0)"
[1291473.21951017],[0.],[3.57343926e+10],[1291473.21951017],[10.],"(3, 0, 1, 0, 2, 1, 1)"
[1291473.21951017],[0.],[3.01563394e+10],[1291473.21951017],[10.],"(3, 0, 1, 0, 2, 1, 2)"
[1291473.21951017],[0.],[3.34817644e+09],[1291473.21951017],[10.],"(3, 0, 1, 0, 3, 0, 0)"
[1291473.21951017],[0.],[3.91450687e+09],[1291473.21951017],[10.],"(3, 0, 1, 0, 3, 0, 1)"
[1291473.21951017],[0.],[4.80042766e+09],[1291473.21951017],[10.],"(3, 0, 1, 0, 3, 0, 2)"
[1291473.21951017],[0.],[3.18426661e+09],[1291473.21951017],[10.],"(3, 0, 1, 0, 3, 1, 0)"
[1291473.21951017],[0.],[3.77425187e+09],[1291473.21951017],[10.],"(3, 0, 1, 0, 3, 1, 1)"
[1291473.21951017],[0.],[4.66954005e+09],[1291473.21951017],[10.],"(3, 0, 1, 0, 3, 1, 2)"
[1291583.21951017],[0.],[1.52886263e+10],[1291583.21951017],[10.],"(3, 0, 1, 1, 0, 0, 0)"
[1291583.21951017],[0.],[1.23170829e+10],[1291583.21951017],[10.],"(3, 0, 1, 1, 0, 0, 1)"
[1291583.21951017],[0.],[1.13163694e+10],[1291583.21951017],[10.],"(3, 0, 1, 1, 0, 0, 2)"
[1291583.21951017],[0.],[1.39302672e+10],[1291583.21951017],[10.],"(3, 0, 1, 1, 0, 1, 0)"
[1291583.21951017],[0.],[1.13392746e+10],[1291583.21951017],[10.],"(3, 0, 1, 1, 0, 1, 1)"
[1291583.21951017],[0.],[1.05382497e+10],[1291583.21951017],[10.],"(3, 0, 1, 1, 0, 1, 2)"
[1291583.21951017],[0.],[4.32889432e+09],[1291583.21951017],[10.],"(3, 0, 1, 1, 1, 0, 0)"
[1291583.21951017],[0.],[5.12548929e+09],[1291583.21951017],[10.],"(3, 0, 1, 1, 1, 0, 1)"
[1291583.21951017],[0.],[6.10414849e+09],[1291583.21951017],[10.],"(3, 0, 1, 1, 1, 0, 2)"
[1291583.21951017],[0.],[4.07613887e+09],[1291583.21951017],[10.],"(3, 0, 1, 1, 1, 1, 0)"
[1291583.21951017],[0.],[4.87315998e+09],[1291583.21951017],[10.],"(3, 0, 1, 1, 1, 1, 1)"
[1291583.21951017],[0.],[5.85183126e+09],[1291583.21951017],[10.],"(3, 0, 1, 1, 1, 1, 2)"
[1291583.21951017],[0.],[5.27321183e+10],[1291583.21951017],[10.],"(3, 0, 1, 1, 2, 0, 0)"
[1291583.21951017],[0.],[3.95605392e+10],[1291583.21951017],[10.],"(3, 0, 1, 1, 2, 0, 1)"
[1291583.21951017],[0.],[3.32468175e+10],[1291583.21951017],[10.],"(3, 0, 1, 1, 2, 0, 2)"
[1291583.21951017],[0.],[4.7596434e+10],[1291583.21951017],[10.],"(3, 0, 1, 1, 2, 1, 0)"
[1291583.21951017],[0.],[3.58343926e+10],[1291583.21951017],[10.],"(3, 0, 1, 1, 2, 1, 1)"
[1291583.21951017],[0.],[3.02563394e+10],[1291583.21951017],[10.],"(3, 0, 1, 1, 2, 1, 2)"
[1291583.21951017],[0.],[3.44817644e+09],[1291583.21951017],[10.],"(3, 0, 1, 1, 3, 0, 0)"
[1291583.21951017],[0.],[4.01450687e+09],[1291583.21951017],[10.],"(3, 0, 1, 1, 3, 0, 1)"
[1291583.21951017],[0.],[4.90042766e+09],[1291583.21951017],[10.],"(3, 0, 1, 1, 3, 0, 2)"
[1291583.21951017],[0.],[3.28426661e+09],[1291583.21951017],[10.],"(3, 0, 1, 1, 3, 1, 0)"
[1291583.21951017],[0.],[3.87425187e+09],[1291583.21951017],[10.],"(3, 0, 1, 1, 3, 1, 1)"
[1291583.21951017],[0.],[4.76954005e+09],[1291583.21951017],[10.],"(3, 0, 1, 1, 3, 1, 2)"
[1291473.21951017],[0.],[7.88382361e+09],[1291473.21951017],[10.],"(3, 0, 2, 0, 0, 0, 0)"
[1291473.21951017],[0.],[7.06791598e+09],[1291473.21951017],[10.],"(3, 0, 2, 0, 0, 0, 1)"
[1291473.21951017],[0.],[7.19834112e+09],[1291473.21951017],[10.],"(3, 0, 2, 0, 0, 0, 2)"
[1291473.21951017],[0.],[7.30166967e+09],[1291473.21951017],[10.],"(3, 0, 2, 0, 0, 1, 0)"
[1291473.21951017],[0.],[6.6488553e+09],[1291473.21951017],[10.],"(3, 0, 2, 0, 0, 1, 1)"
[1291473.21951017],[0.],[6.86486124e+09],[1291473.21951017],[10.],"(3, 0, 2, 0, 0, 1, 2)"
[1291473.21951017],[0.],[3.1867956e+09],[1291473.21951017],[10.],"(3, 0, 2, 0, 1, 0, 0)"
[1291473.21951017],[0.],[3.98580445e+09],[1291473.21951017],[10.],"(3, 0, 2, 0, 1, 0, 1)"
[1291473.21951017],[0.],[4.96453216e+09],[1291473.21951017],[10.],"(3, 0, 2, 0, 1, 0, 2)"
[1291473.21951017],[0.],[3.07847183e+09],[1291473.21951017],[10.],"(3, 0, 2, 0, 1, 1, 0)"
[1291473.21951017],[0.],[3.87766331e+09],[1291473.21951017],[10.],"(3, 0, 2, 0, 1, 1, 1)"
[1291473.21951017],[0.],[4.8563962e+09],[1291473.21951017],[10.],"(3, 0, 2, 0, 1, 1, 2)"
[1291473.21951017],[0.],[2.39310344e+10],[1291473.21951017],[10.],"(3, 0, 2, 0, 2, 0, 0)"
[1291473.21951017],[0.],[1.8743683e+10],[1291473.21951017],[10.],"(3, 0, 2, 0, 2, 0, 1)"
[1291473.21951017],[0.],[1.65971046e+10],[1291473.21951017],[10.],"(3, 0, 2, 0, 2, 0, 2)"
[1291473.21951017],[0.],[2.17300269e+10],[1291473.21951017],[10.],"(3, 0, 2, 0, 2, 1, 0)"
[1291473.21951017],[0.],[1.7146763e+10],[1291473.21951017],[10.],"(3, 0, 2, 0, 2, 1, 1)"
[1291473.21951017],[0.],[1.53154711e+10],[1291473.21951017],[10.],"(3, 0, 2, 0, 2, 1, 2)"
[1291473.21951017],[0.],[2.80934508e+09],[1291473.21951017],[10.],"(3, 0, 2, 0, 3, 0, 0)"
[1291473.21951017],[0.],[3.50966913e+09],[1291473.21951017],[10.],"(3, 0, 2, 0, 3, 0, 1)"
[1291473.21951017],[0.],[4.4486518e+09],[1291473.21951017],[10.],"(3, 0, 2, 0, 3, 0, 2)"
[1291473.21951017],[0.],[2.739098e+09],[1291473.21951017],[10.],"(3, 0, 2, 0, 3, 1, 0)"
[1291473.21951017],[0.],[3.44955984e+09],[1291473.21951017],[10.],"(3, 0, 2, 0, 3, 1, 1)"
[1291473.21951017],[0.],[4.39255711e+09],[1291473.21951017],[10.],"(3, 0, 2, 0, 3, 1, 2)"
[1291583.21951017],[0.],[7.98382361e+09],[1291583.21951017],[10.],"(3, 0, 2, 1, 0, 0, 0)"
[1291583.21951017],[0.],[7.16791598e+09],[1291583.21951017],[10.],"(3, 0, 2, 1, 0, 0, 1)"
[1291583.21951017],[0.],[7.29834112e+09],[1291583.21951017],[10.],"(3, 0, 2, 1, 0, 0, 2)"
[1291583.21951017],[0.],[7.40166967e+09],[1291583.21951017],[10.],"(3, 0, 2, 1, 0, 1, 0)"
[1291583.21951017],[0.],[6.7488553e+09],[1291583.21951017],[10.],"(3, 0, 2, 1, 0, 1, 1)"
[1291583.21951017],[0.],[6.96486124e+09],[1291583.21951017],[10.],"(3, 0, 2, 1, 0, 1, 2)"
[1291583.21951017],[0.],[3.2867956e+09],[1291583.21951017],[10.],"(3, 0, 2, 1, 1, 0, 0)"
[1291583.21951017],[0.],[4.08580445e+09],[1291583.21951017],[10.],"(3, 0, 2, 1, 1, 0, 1)"
[1291583.21951017],[0.],[5.06453216e+09],[1291583.21951017],[10.],"(3, 0, 2, 1, 1, 0, 2)"
[1291583.21951017],[0.],[3.17847183e+09],[1291583.21951017],[10.],"(3, 0, 2, 1, 1, 1, 0)"
[1291583.21951017],[0.],[3.97766331e+09],[1291583.21951017],[10.],"(3, 0, 2, 1, 1, 1, 1)"
[1291583.21951017],[0.],[4.9563962e+09],[1291583.21951017],[10.],"(3, 0, 2, 1, 1, 1, 2)"
[1291583.21951017],[0.],[2.40310344e+10],[1291583.21951017],[10.],"(3, 0, 2, 1, 2, 0, 0)"
[1291583.21951017],[0.],[1.8843683e+10],[1291583.21951017],[10.],"(3, 0, 2, 1, 2, 0, 1)"
[1291583.21951017],[0.],[1.66971046e+10],[1291583.21951017],[10.],"(3, 0, 2, 1, 2, 0, 2)"
[1291583.21951017],[0.],[2.18300269e+10],[1291583.21951017],[10.],"(3, 0, 2, 1, 2, 1, 0)"
[1291583.21951017],[0.],[1.7246763e+10],[1291583.21951017],[10.],"(3, 0, 2, 1, 2, 1, 1)"
[1291583.21951017],[0.],[1.54154711e+10],[1291583.21951017],[10.],"(3, 0, 2, 1, 2, 1, 2)"
[1291583.21951017],[0.],[2.90934508e+09],[1291583.21951017],[10.],"(3, 0, 2, 1, 3, 0, 0)"
[1291583.21951017],[0.],[3.60966913e+09],[1291583.21951017],[10.],"(3, 0, 2, 1, 3, 0, 1)"
[1291583.21951017],[0.],[4.5486518e+09],[1291583.21951017],[10.],"(3, 0, 2, 1, 3, 0, 2)"
[1291583.21951017],[0.],[2.839098e+09],[1291583.21951017],[10.],"(3, 0, 2, 1, 3, 1, 0)"
[1291583.21951017],[0.],[3.54955984e+09],[1291583.21951017],[10.],"(3, 0, 2, 1, 3, 1, 1)"
[1291583.21951017],[0.],[4.49255711e+09],[1291583.21951017],[10.],"(3, 0, 2, 1, 3, 1, 2)"
[1291473.21951017],[0.],[2.40522155e+09],[1291473.21951017],[10.],"(3, 0, 3, 0, 0, 0, 0)"
[1291473.21951017],[0.],[3.20604081e+09],[1291473.21951017],[10.],"(3, 0, 3, 0, 0, 0, 1)"
[1291473.21951017],[0.],[4.18481991e+09],[1291473.21951017],[10.],"(3, 0, 3, 0, 0, 0, 2)"
[1291473.21951017],[0.],[2.40522155e+09],[1291473.21951017],[10.],"(3, 0, 3, 0, 0, 1, 0)"
[1291473.21951017],[0.],[3.20604081e+09],[1291473.21951017],[10.],"(3, 0, 3, 0, 0, 1, 1)"
[1291473.21951017],[0.],[4.18481991e+09],[1291473.21951017],[10.],"(3, 0, 3, 0, 0, 1, 2)"
[1291473.21951017],[0.],[2.40522155e+09],[1291473.21951017],[10.],"(3, 0, 3, 0, 1, 0, 0)"
[1291473.21951017],[0.],[3.20604081e+09],[1291473.21951017],[10.],"(3, 0, 3, 0, 1, 0, 1)"
[1291473.21951017],[0.],[4.18481991e+09],[1291473.21951017],[10.],"(3, 0, 3, 0, 1, 0, 2)"
[1291473.21951017],[0.],[2.40522155e+09],[1291473.21951017],[10.],"(3, 0, 3, 0, 1, 1, 0)"
[1291473.21951017],[0.],[3.20604081e+09],[1291473.21951017],[10.],"(3, 0, 3, 0, 1, 1, 1)"
[1291473.21951017],[0.],[4.18481991e+09],[1291473.21951017],[10.],"(3, 0, 3, 0, 1, 1, 2)"
[1291473.21951017],[0.],[2.40522155e+09],[1291473.21951017],[10.],"(3, 0, 3, 0, 2, 0, 0)"
[1291473.21951017],[0.],[3.20604081e+09],[1291473.21951017],[10.],"(3, 0, 3, 0, 2, 0, 1)"
[1291473.21951017],[0.],[4.18481991e+09],[1291473.21951017],[10.],"(3, 0, 3, 0, 2, 0, 2)"
[1291473.21951017],[0.],[2.40522155e+09],[1291473.21951017],[10.],"(3, 0, 3, 0, 2, 1, 0)"
[1291473.21951017],[0.],[3.20604081e+09],[1291473.21951017],[10.],"(3, 0, 3, 0, 2, 1, 1)"
[1291473.21951017],[0.],[4.18481991e+09],[1291473.21951017],[10.],"(3, 0, 3, 0, 2, 1, 2)"
[1291473.21951017],[0.],[2.40522155e+09],[1291473.21951017],[10.],"(3, 0, 3, 0, 3, 0, 0)"
[1291473.21951017],[0.],[3.20604081e+09],[1291473.21951017],[10.],"(3, 0, 3, 0, 3, 0, 1)"
[1291473.21951017],[0.],[4.18481991e+09],[1291473.21951017],[10.],"(3, 0, 3, 0, 3, 0, 2)"
[1291473.21951017],[0.],[2.40522155e+09],[1291473.21951017],[10.],"(3, 0, 3, 0, 3, 1, 0)"
[1291473.21951017],[0.],[3.20604081e+09],[1291473.21951017],[10.],"(3, 0, 3, 0, 3, 1, 1)"
[1291473.21951017],[0.],[4.18481991e+09],[1291473.21951017],[10.],"(3, 0, 3, 0, 3, 1, 2)"
[1291583.21951017],[0.],[2.50522155e+09],[1291583.21951017],[10.],"(3, 0, 3, 1, 0, 0, 0)"
[1291583.21951017],[0.],[3.30604081e+09],[1291583.21951017],[10.],"(3, 0, 3, 1, 0, 0, 1)"
[1291583.21951017],[0.],[4.28481991e+09],[1291583.21951017],[10.],"(3, 0, 3, 1, 0, 0, 2)"
[1291583.21951017],[0.],[2.50522155e+09],[1291583.21951017],[10.],"(3, 0, 3, 1, 0, 1, 0)"
[1291583.21951017],[0.],[3.30604081e+09],[1291583.21951017],[10.],"(3, 0, 3, 1, 0, 1, 1)"
[1291583.21951017],[0.],[4.28481991e+09],[1291583.21951017],[10.],"(3, 0, 3, 1, 0, 1, 2)"
[1291583.21951017],[0.],[2.50522155e+09],[1291583.21951017],[10.],"(3, 0, 3, 1, 1, 0, 0)"
[1291583.21951017],[0.],[3.30604081e+09],[1291583.21951017],[10.],"(3, 0, 3, 1, 1, 0, 1)"
[1291583.21951017],[0.],[4.28481991e+09],[1291583.21951017],[10.],"(3, 0, 3, 1, 1, 0, 2)"
[1291583.21951017],[0.],[2.50522155e+09],[1291583.21951017],[10.],"(3, 0, 3, 1, 1, 1, 0)"
[1291583.21951017],[0.],[3.30604081e+09],[1291583.21951017],[10.],"(3, 0, 3, 1, 1, 1, 1)"
[1291583.21951017],[0.],[4.28481991e+09],[1291583.21951017],[10.],"(3, 0, 3, 1, 1, 1, 2)"
[1291583.21951017],[0.],[2.50522155e+09],[1291583.21951017],[10.],"(3, 0, 3, 1, 2, 0, 0)"
[1291583.21951017],[0.],[3.30604081e+09],[1291583.21951017],[10.],"(3, 0, 3, 1, 2, 0, 1)"
[1291583.21951017],[0.],[4.28481991e+09],[1291583.21951017],[10.],"(3, 0, 3, 1, 2, 0, 2)"
[1291583.21951017],[0.],[2.50522155e+09],[1291583.21951017],[10.],"(3, 0, 3, 1, 2, 1, 0)"
[1291583.21951017],[0.],[3.30604081e+09],[1291583.21951017],[10.],"(3, 0, 3, 1, 2, 1, 1)"
[1291583.21951017],[0.],[4.28481991e+09],[1291583.21951017],[10.],"(3, 0, 3, 1, 2, 1, 2)"
[1291583.21951017],[0.],[2.50522155e+09],[1291583.21951017],[10.],"(3, 0, 3, 1, 3, 0, 0)"
[1291583.21951017],[0.],[3.30604081e+09],[1291583.21951017],[10.],"(3, 0, 3, 1, 3, 0, 1)"
[1291583.21951017],[0.],[4.28481991e+09],[1291583.21951017],[10.],"(3, 0, 3, 1, 3, 0, 2)"
[1291583.21951017],[0.],[2.50522155e+09],[1291583.21951017],[10.],"(3, 0, 3, 1, 3, 1, 0)"
[1291583.21951017],[0.],[3.30604081e+09],[1291583.21951017],[10.],"(3, 0, 3, 1, 3, 1, 1)"
[1291583.21951017],[0.],[4.28481991e+09],[1291583.21951017],[10.],"(3, 0, 3, 1, 3, 1, 2)"
[1291473.21951017],[0.],[2.06628669e+10],[1291473.21951017],[10.],"(3, 1, 0, 0, 0, 0, 0)"
[1291473.21951017],[0.],[1.60745966e+10],[1291473.21951017],[10.],"(3, 1, 0, 0, 0, 0, 1)"
[1291473.21951017],[0.],[1.42255292e+10],[1291473.21951017],[10.],"(3, 1, 0, 0, 0, 0, 2)"
[1291473.21951017],[0.],[1.87223538e+10],[1291473.21951017],[10.],"(3, 1, 0, 0, 0, 1, 0)"
[1291473.21951017],[0.],[1.46777276e+10],[1291473.21951017],[10.],"(3, 1, 0, 0, 0, 1, 1)"
[1291473.21951017],[0.],[1.31139296e+10],[1291473.21951017],[10.],"(3, 1, 0, 0, 0, 1, 2)"
[1291473.21951017],[0.],[5.00610692e+09],[1291473.21951017],[10.],"(3, 1, 0, 0, 1, 0, 0)"
[1291473.21951017],[0.],[5.80089148e+09],[1291473.21951017],[10.],"(3, 1, 0, 0, 1, 0, 1)"
[1291473.21951017],[0.],[6.77949929e+09],[1291473.21951017],[10.],"(3, 1, 0, 0, 1, 0, 2)"
[1291473.21951017],[0.],[4.64502769e+09],[1291473.21951017],[10.],"(3, 1, 0, 0, 1, 1, 0)"
[1291473.21951017],[0.],[5.44042103e+09],[1291473.21951017],[10.],"(3, 1, 0, 0, 1, 1, 1)"
[1291473.21951017],[0.],[6.41904611e+09],[1291473.21951017],[10.],"(3, 1, 0, 0, 1, 1, 2)"
[1291473.21951017],[0.],[7.41535697e+10],[1291473.21951017],[10.],"(3, 1, 0, 0, 2, 0, 0)"
[1291473.21951017],[0.],[5.49938199e+10],[1291473.21951017],[10.],"(3, 1, 0, 0, 2, 0, 1)"
[1291473.21951017],[0.],[4.55547407e+10],[1291473.21951017],[10.],"(3, 1, 0, 0, 2, 0, 2)"
[1291473.21951017],[0.],[6.68168779e+10],[1291473.21951017],[10.],"(3, 1, 0, 0, 2, 1, 0)"
[1291473.21951017],[0.],[4.96707533e+10],[1291473.21951017],[10.],"(3, 1, 0, 0, 2, 1, 1)"
[1291473.21951017],[0.],[4.12826291e+10],[1291473.21951017],[10.],"(3, 1, 0, 0, 2, 1, 2)"
[1291473.21951017],[0.],[3.74793851e+09],[1291473.21951017],[10.],"(3, 1, 0, 0, 3, 0, 0)"
[1291473.21951017],[0.],[4.21377374e+09],[1291473.21951017],[10.],"(3, 1, 0, 0, 3, 0, 1)"
[1291473.21951017],[0.],[5.0598981e+09],[1291473.21951017],[10.],"(3, 1, 0, 0, 3, 0, 2)"
[1291473.21951017],[0.],[3.51378161e+09],[1291473.21951017],[10.],"(3, 1, 0, 0, 3, 1, 0)"
[1291473.21951017],[0.],[4.01340945e+09],[1291473.21951017],[10.],"(3, 1, 0, 0, 3, 1, 1)"
[1291473.21951017],[0.],[4.8729158e+09],[1291473.21951017],[10.],"(3, 1, 0, 0, 3, 1, 2)"
[1291583.21951017],[0.],[2.07628669e+10],[1291583.21951017],[10.],"(3, 1, 0, 1, 0, 0, 0)"
[1291583.21951017],[0.],[1.61745966e+10],[1291583.21951017],[10.],"(3, 1, 0, 1, 0, 0, 1)"
[1291583.21951017],[0.],[1.43255292e+10],[1291583.21951017],[10.],"(3, 1, 0, 1, 0, 0, 2)"
[1291583.21951017],[0.],[1.88223538e+10],[1291583.21951017],[10.],"(3, 1, 0, 1, 0, 1, 0)"
[1291583.21951017],[0.],[1.47777276e+10],[1291583.21951017],[10.],"(3, 1, 0, 1, 0, 1, 1)"
[1291583.21951017],[0.],[1.32139296e+10],[1291583.21951017],[10.],"(3, 1, 0, 1, 0, 1, 2)"
[1291583.21951017],[0.],[5.10610692e+09],[1291583.21951017],[10.],"(3, 1, 0, 1, 1, 0, 0)"
[1291583.21951017],[0.],[5.90089148e+09],[1291583.21951017],[10.],"(3, 1, 0, 1, 1, 0, 1)"
[1291583.21951017],[0.],[6.87949929e+09],[1291583.21951017],[10.],"(3, 1, 0, 1, 1, 0, 2)"
[1291583.21951017],[0.],[4.74502769e+09],[1291583.21951017],[10.],"(3, 1, 0, 1, 1, 1, 0)"
[1291583.21951017],[0.],[5.54042103e+09],[1291583.21951017],[10.],"(3, 1, 0, 1, 1, 1, 1)"
[1291583.21951017],[0.],[6.51904611e+09],[1291583.21951017],[10.],"(3, 1, 0, 1, 1, 1, 2)"
[1291583.21951017],[0.],[7.42535697e+10],[1291583.21951017],[10.],"(3, 1, 0, 1, 2, 0, 0)"
[1291583.21951017],[0.],[5.50938199e+10],[1291583.21951017],[10.],"(3, 1, 0, 1, 2, 0, 1)"
[1291583.21951017],[0.],[4.56547407e+10],[1291583.21951017],[10.],"(3, 1, 0, 1, 2, 0, 2)"
[1291583.21951017],[0.],[6.69168779e+10],[1291583.21951017],[10.],"(3, 1, 0, 1, 2, 1, 0)"
[1291583.21951017],[0.],[4.97707533e+10],[1291583.21951017],[10.],"(3, 1, 0, 1, 2, 1, 1)"
[1291583.21951017],[0.],[4.13826291e+10],[1291583.21951017],[10.],"(3, 1, 0, 1, 2, 1, 2)"
[1291583.21951017],[0.],[3.84793851e+09],[1291583.21951017],[10.],"(3, 1, 0, 1, 3, 0, 0)"
[1291583.21951017],[0.],[4.31377374e+09],[1291583.21951017],[10.],"(3, 1, 0, 1, 3, 0, 1)"
[1291583.21951017],[0.],[5.1598981e+09],[1291583.21951017],[10.],"(3, 1, 0, 1, 3, 0, 2)"
[1291583.21951017],[0.],[3.61378161e+09],[1291583.21951017],[10.],"(3, 1, 0, 1, 3, 1, 0)"
[1291583.21951017],[0.],[4.11340945e+09],[1291583.21951017],[10.],"(3, 1, 0, 1, 3, 1, 1)"
[1291583.21951017],[0.],[4.9729158e+09],[1291583.21951017],[10.],"(3, 1, 0, 1, 3, 1, 2)"
[1291473.21951017],[0.],[1.51842649e+10],[1291473.21951017],[10.],"(3, 1, 1, 0, 0, 0, 0)"
[1291473.21951017],[0.],[1.22127214e+10],[1291473.21951017],[10.],"(3, 1, 1, 0, 0, 0, 1)"
[1291473.21951017],[0.],[1.1212008e+10],[1291473.21951017],[10.],"(3, 1, 1, 0, 0, 0, 2)"
[1291473.21951017],[0.],[1.38259057e+10],[1291473.21951017],[10.],"(3, 1, 1, 0, 0, 1, 0)"
[1291473.21951017],[0.],[1.12349132e+10],[1291473.21951017],[10.],"(3, 1, 1, 0, 0, 1, 1)"
[1291473.21951017],[0.],[1.04338882e+10],[1291473.21951017],[10.],"(3, 1, 1, 0, 0, 1, 2)"
[1291473.21951017],[0.],[4.22453288e+09],[1291473.21951017],[10.],"(3, 1, 1, 0, 1, 0, 0)"
[1291473.21951017],[0.],[5.02112785e+09],[1291473.21951017],[10.],"(3, 1, 1, 0, 1, 0, 1)"
[1291473.21951017],[0.],[5.99978704e+09],[1291473.21951017],[10.],"(3, 1, 1, 0, 1, 0, 2)"
[1291473.21951017],[0.],[3.97177742e+09],[1291473.21951017],[10.],"(3, 1, 1, 0, 1, 1, 0)"
[1291473.21951017],[0.],[4.76879853e+09],[1291473.21951017],[10.],"(3, 1, 1, 0, 1, 1, 1)"
[1291473.21951017],[0.],[5.74746982e+09],[1291473.21951017],[10.],"(3, 1, 1, 0, 1, 1, 2)"
[1291473.21951017],[0.],[5.26277569e+10],[1291473.21951017],[10.],"(3, 1, 1, 0, 2, 0, 0)"
[1291473.21951017],[0.],[3.94561778e+10],[1291473.21951017],[10.],"(3, 1, 1, 0, 2, 0, 1)"
[1291473.21951017],[0.],[3.3142456e+10],[1291473.21951017],[10.],"(3, 1, 1, 0, 2, 0, 2)"
[1291473.21951017],[0.],[4.74920726e+10],[1291473.21951017],[10.],"(3, 1, 1, 0, 2, 1, 0)"
[1291473.21951017],[0.],[3.57300311e+10],[1291473.21951017],[10.],"(3, 1, 1, 0, 2, 1, 1)"
[1291473.21951017],[0.],[3.01519779e+10],[1291473.21951017],[10.],"(3, 1, 1, 0, 2, 1, 2)"
[1291473.21951017],[0.],[3.34381499e+09],[1291473.21951017],[10.],"(3, 1, 1, 0, 3, 0, 0)"
[1291473.21951017],[0.],[3.91014543e+09],[1291473.21951017],[10.],"(3, 1, 1, 0, 3, 0, 1)"
