Power,Fuel,Cost,Efficiency,Lifetime,Power Code 
[442641.84906639],[0.],[1.76009448e+09],[442641.84906639],[10.],"(1, 0, 3, 0, 1, 0, 0)"
[442641.84906639],[0.],[2.56091374e+09],[442641.84906639],[10.],"(1, 0, 3, 0, 1, 0, 1)"
[442641.84906639],[0.],[3.53969283e+09],[442641.84906639],[10.],"(1, 0, 3, 0, 1, 0, 2)"
[442641.84906639],[0.],[1.76009448e+09],[442641.84906639],[10.],"(1, 0, 3, 0, 1, 1, 0)"
[442641.84906639],[0.],[2.56091374e+09],[442641.84906639],[10.],"(1, 0, 3, 0, 1, 1, 1)"
[442641.84906639],[0.],[3.53969283e+09],[442641.84906639],[10.],"(1, 0, 3, 0, 1, 1, 2)"
[442641.84906639],[0.],[1.76009448e+09],[442641.84906639],[10.],"(1, 0, 3, 0, 2, 0, 0)"
[442641.84906639],[0.],[2.56091374e+09],[442641.84906639],[10.],"(1, 0, 3, 0, 2, 0, 1)"
[442641.84906639],[0.],[3.53969283e+09],[442641.84906639],[10.],"(1, 0, 3, 0, 2, 0, 2)"
[442641.84906639],[0.],[1.76009448e+09],[442641.84906639],[10.],"(1, 0, 3, 0, 2, 1, 0)"
[442641.84906639],[0.],[2.56091374e+09],[442641.84906639],[10.],"(1, 0, 3, 0, 2, 1, 1)"
[442641.84906639],[0.],[3.53969283e+09],[442641.84906639],[10.],"(1, 0, 3, 0, 2, 1, 2)"
[442641.84906639],[0.],[1.76009448e+09],[442641.84906639],[10.],"(1, 0, 3, 0, 3, 0, 0)"
[442641.84906639],[0.],[2.56091374e+09],[442641.84906639],[10.],"(1, 0, 3, 0, 3, 0, 1)"
[442641.84906639],[0.],[3.53969283e+09],[442641.84906639],[10.],"(1, 0, 3, 0, 3, 0, 2)"
[442641.84906639],[0.],[1.76009448e+09],[442641.84906639],[10.],"(1, 0, 3, 0, 3, 1, 0)"
[442641.84906639],[0.],[2.56091374e+09],[442641.84906639],[10.],"(1, 0, 3, 0, 3, 1, 1)"
[442641.84906639],[0.],[3.53969283e+09],[442641.84906639],[10.],"(1, 0, 3, 0, 3, 1, 2)"
[442751.84906639],[0.],[1.86009448e+09],[442751.84906639],[10.],"(1, 0, 3, 1, 0, 0, 0)"
[442751.84906639],[0.],[2.66091374e+09],[442751.84906639],[10.],"(1, 0, 3, 1, 0, 0, 1)"
[442751.84906639],[0.],[3.63969283e+09],[442751.84906639],[10.],"(1, 0, 3, 1, 0, 0, 2)"
[442751.84906639],[0.],[1.86009448e+09],[442751.84906639],[10.],"(1, 0, 3, 1, 0, 1, 0)"
[442751.84906639],[0.],[2.66091374e+09],[442751.84906639],[10.],"(1, 0, 3, 1, 0, 1, 1)"
[442751.84906639],[0.],[3.63969283e+09],[442751.84906639],[10.],"(1, 0, 3, 1, 0, 1, 2)"
[442751.84906639],[0.],[1.86009448e+09],[442751.84906639],[10.],"(1, 0, 3, 1, 1, 0, 0)"
[442751.84906639],[0.],[2.66091374e+09],[442751.84906639],[10.],"(1, 0, 3, 1, 1, 0, 1)"
[442751.84906639],[0.],[3.63969283e+09],[442751.84906639],[10.],"(1, 0, 3, 1, 1, 0, 2)"
[442751.84906639],[0.],[1.86009448e+09],[442751.84906639],[10.],"(1, 0, 3, 1, 1, 1, 0)"
[442751.84906639],[0.],[2.66091374e+09],[442751.84906639],[10.],"(1, 0, 3, 1, 1, 1, 1)"
[442751.84906639],[0.],[3.63969283e+09],[442751.84906639],[10.],"(1, 0, 3, 1, 1, 1, 2)"
[442751.84906639],[0.],[1.86009448e+09],[442751.84906639],[10.],"(1, 0, 3, 1, 2, 0, 0)"
[442751.84906639],[0.],[2.66091374e+09],[442751.84906639],[10.],"(1, 0, 3, 1, 2, 0, 1)"
[442751.84906639],[0.],[3.63969283e+09],[442751.84906639],[10.],"(1, 0, 3, 1, 2, 0, 2)"
[442751.84906639],[0.],[1.86009448e+09],[442751.84906639],[10.],"(1, 0, 3, 1, 2, 1, 0)"
[442751.84906639],[0.],[2.66091374e+09],[442751.84906639],[10.],"(1, 0, 3, 1, 2, 1, 1)"
[442751.84906639],[0.],[3.63969283e+09],[442751.84906639],[10.],"(1, 0, 3, 1, 2, 1, 2)"
[442751.84906639],[0.],[1.86009448e+09],[442751.84906639],[10.],"(1, 0, 3, 1, 3, 0, 0)"
[442751.84906639],[0.],[2.66091374e+09],[442751.84906639],[10.],"(1, 0, 3, 1, 3, 0, 1)"
[442751.84906639],[0.],[3.63969283e+09],[442751.84906639],[10.],"(1, 0, 3, 1, 3, 0, 2)"
[442751.84906639],[0.],[1.86009448e+09],[442751.84906639],[10.],"(1, 0, 3, 1, 3, 1, 0)"
[442751.84906639],[0.],[2.66091374e+09],[442751.84906639],[10.],"(1, 0, 3, 1, 3, 1, 1)"
[442751.84906639],[0.],[3.63969283e+09],[442751.84906639],[10.],"(1, 0, 3, 1, 3, 1, 2)"
[442641.84906639],[0.],[8.01775261e+09],[442641.84906639],[10.],"(1, 1, 0, 0, 0, 0, 0)"
[442641.84906639],[0.],[6.97150563e+09],[442641.84906639],[10.],"(1, 1, 0, 0, 0, 0, 1)"
[442641.84906639],[0.],[6.98106353e+09],[442641.84906639],[10.],"(1, 1, 0, 0, 0, 0, 2)"
[442641.84906639],[0.],[7.35265766e+09],[442641.84906639],[10.],"(1, 1, 0, 0, 0, 1, 0)"
[442641.84906639],[0.],[6.49274025e+09],[442641.84906639],[10.],"(1, 1, 0, 0, 0, 1, 1)"
[442641.84906639],[0.],[6.60007189e+09],[442641.84906639],[10.],"(1, 1, 0, 0, 0, 1, 2)"
[442641.84906639],[0.],[2.65152658e+09],[442641.84906639],[10.],"(1, 1, 0, 0, 1, 0, 0)"
[442641.84906639],[0.],[3.4502775e+09],[442641.84906639],[10.],"(1, 1, 0, 0, 1, 0, 1)"
[442641.84906639],[0.],[4.42899788e+09],[442641.84906639],[10.],"(1, 1, 0, 0, 1, 0, 2)"
[442641.84906639],[0.],[2.52776964e+09],[442641.84906639],[10.],"(1, 1, 0, 0, 1, 1, 0)"
[442641.84906639],[0.],[3.32672921e+09],[442641.84906639],[10.],"(1, 1, 0, 0, 1, 1, 1)"
[442641.84906639],[0.],[4.30545552e+09],[442641.84906639],[10.],"(1, 1, 0, 0, 1, 1, 2)"
[442641.84906639],[0.],[2.63512521e+10],[442641.84906639],[10.],"(1, 1, 0, 0, 2, 0, 0)"
[442641.84906639],[0.],[2.03107501e+10],[442641.84906639],[10.],"(1, 1, 0, 0, 2, 0, 1)"
[442641.84906639],[0.],[1.77188937e+10],[442641.84906639],[10.],"(1, 1, 0, 0, 2, 0, 2)"
[442641.84906639],[0.],[2.38366612e+10],[442641.84906639],[10.],"(1, 1, 0, 0, 2, 1, 0)"
[442641.84906639],[0.],[1.84863127e+10],[442641.84906639],[10.],"(1, 1, 0, 0, 2, 1, 1)"
[442641.84906639],[0.],[1.62546625e+10],[442641.84906639],[10.],"(1, 1, 0, 0, 2, 1, 2)"
[442641.84906639],[0.],[2.22029968e+09],[442641.84906639],[10.],"(1, 1, 0, 0, 3, 0, 0)"
[442641.84906639],[0.],[2.90630591e+09],[442641.84906639],[10.],"(1, 1, 0, 0, 3, 0, 1)"
[442641.84906639],[0.],[3.83961869e+09],[442641.84906639],[10.],"(1, 1, 0, 0, 3, 0, 2)"
[442641.84906639],[0.],[2.14004432e+09],[442641.84906639],[10.],"(1, 1, 0, 0, 3, 1, 0)"
[442641.84906639],[0.],[2.8376327e+09],[442641.84906639],[10.],"(1, 1, 0, 0, 3, 1, 1)"
[442641.84906639],[0.],[3.77553204e+09],[442641.84906639],[10.],"(1, 1, 0, 0, 3, 1, 2)"
[442751.84906639],[0.],[8.11775261e+09],[442751.84906639],[10.],"(1, 1, 0, 1, 0, 0, 0)"
[442751.84906639],[0.],[7.07150563e+09],[442751.84906639],[10.],"(1, 1, 0, 1, 0, 0, 1)"
[442751.84906639],[0.],[7.08106353e+09],[442751.84906639],[10.],"(1, 1, 0, 1, 0, 0, 2)"
[442751.84906639],[0.],[7.45265766e+09],[442751.84906639],[10.],"(1, 1, 0, 1, 0, 1, 0)"
[442751.84906639],[0.],[6.59274025e+09],[442751.84906639],[10.],"(1, 1, 0, 1, 0, 1, 1)"
[442751.84906639],[0.],[6.70007189e+09],[442751.84906639],[10.],"(1, 1, 0, 1, 0, 1, 2)"
[442751.84906639],[0.],[2.75152658e+09],[442751.84906639],[10.],"(1, 1, 0, 1, 1, 0, 0)"
[442751.84906639],[0.],[3.5502775e+09],[442751.84906639],[10.],"(1, 1, 0, 1, 1, 0, 1)"
[442751.84906639],[0.],[4.52899788e+09],[442751.84906639],[10.],"(1, 1, 0, 1, 1, 0, 2)"
[442751.84906639],[0.],[2.62776964e+09],[442751.84906639],[10.],"(1, 1, 0, 1, 1, 1, 0)"
[442751.84906639],[0.],[3.42672921e+09],[442751.84906639],[10.],"(1, 1, 0, 1, 1, 1, 1)"
[442751.84906639],[0.],[4.40545552e+09],[442751.84906639],[10.],"(1, 1, 0, 1, 1, 1, 2)"
[442751.84906639],[0.],[2.64512521e+10],[442751.84906639],[10.],"(1, 1, 0, 1, 2, 0, 0)"
[442751.84906639],[0.],[2.04107501e+10],[442751.84906639],[10.],"(1, 1, 0, 1, 2, 0, 1)"
[442751.84906639],[0.],[1.78188937e+10],[442751.84906639],[10.],"(1, 1, 0, 1, 2, 0, 2)"
[442751.84906639],[0.],[2.39366612e+10],[442751.84906639],[10.],"(1, 1, 0, 1, 2, 1, 0)"
[442751.84906639],[0.],[1.85863127e+10],[442751.84906639],[10.],"(1, 1, 0, 1, 2, 1, 1)"
[442751.84906639],[0.],[1.63546625e+10],[442751.84906639],[10.],"(1, 1, 0, 1, 2, 1, 2)"
[442751.84906639],[0.],[2.32029968e+09],[442751.84906639],[10.],"(1, 1, 0, 1, 3, 0, 0)"
[442751.84906639],[0.],[3.00630591e+09],[442751.84906639],[10.],"(1, 1, 0, 1, 3, 0, 1)"
[442751.84906639],[0.],[3.93961869e+09],[442751.84906639],[10.],"(1, 1, 0, 1, 3, 0, 2)"
[442751.84906639],[0.],[2.24004432e+09],[442751.84906639],[10.],"(1, 1, 0, 1, 3, 1, 0)"
[442751.84906639],[0.],[2.9376327e+09],[442751.84906639],[10.],"(1, 1, 0, 1, 3, 1, 1)"
[442751.84906639],[0.],[3.87553204e+09],[442751.84906639],[10.],"(1, 1, 0, 1, 3, 1, 2)"
[442641.84906639],[0.],[6.14000671e+09],[442641.84906639],[10.],"(1, 1, 1, 0, 0, 0, 0)"
[442641.84906639],[0.],[5.6478796e+09],[442641.84906639],[10.],"(1, 1, 1, 0, 0, 0, 1)"
[442641.84906639],[0.],[5.94820386e+09],[442641.84906639],[10.],"(1, 1, 1, 0, 0, 0, 2)"
[442641.84906639],[0.],[5.67444025e+09],[442641.84906639],[10.],"(1, 1, 1, 0, 0, 1, 0)"
[442641.84906639],[0.],[5.31274384e+09],[442641.84906639],[10.],"(1, 1, 1, 0, 0, 1, 1)"
[442641.84906639],[0.],[5.68150971e+09],[442641.84906639],[10.],"(1, 1, 1, 0, 0, 1, 2)"
[442641.84906639],[0.],[2.38364849e+09],[442641.84906639],[10.],"(1, 1, 1, 0, 1, 0, 0)"
[442641.84906639],[0.],[3.18301991e+09],[442641.84906639],[10.],"(1, 1, 1, 0, 1, 0, 1)"
[442641.84906639],[0.],[4.16175791e+09],[442641.84906639],[10.],"(1, 1, 1, 0, 1, 0, 2)"
[442641.84906639],[0.],[2.29701863e+09],[442641.84906639],[10.],"(1, 1, 1, 0, 1, 1, 0)"
[442641.84906639],[0.],[3.0965361e+09],[442641.84906639],[10.],"(1, 1, 1, 0, 1, 1, 1)"
[442641.84906639],[0.],[4.07527825e+09],[442641.84906639],[10.],"(1, 1, 1, 0, 1, 1, 2)"
[442641.84906639],[0.],[1.89734563e+10],[442641.84906639],[10.],"(1, 1, 1, 0, 2, 0, 0)"
[442641.84906639],[0.],[1.49853507e+10],[442641.84906639],[10.],"(1, 1, 1, 0, 2, 0, 1)"
[442641.84906639],[0.],[1.3464685e+10],[442641.84906639],[10.],"(1, 1, 1, 0, 2, 0, 2)"
[442641.84906639],[0.],[1.72132427e+10],[442641.84906639],[10.],"(1, 1, 1, 0, 2, 1, 0)"
[442641.84906639],[0.],[1.37082445e+10],[442641.84906639],[10.],"(1, 1, 1, 0, 2, 1, 1)"
[442641.84906639],[0.],[1.24397232e+10],[442641.84906639],[10.],"(1, 1, 1, 0, 2, 1, 2)"
[442641.84906639],[0.],[2.08178966e+09],[442641.84906639],[10.],"(1, 1, 1, 0, 3, 0, 0)"
[442641.84906639],[0.],[2.8022398e+09],[442641.84906639],[10.],"(1, 1, 1, 0, 3, 0, 1)"
[442641.84906639],[0.],[3.74919247e+09],[442641.84906639],[10.],"(1, 1, 1, 0, 3, 0, 2)"
[442641.84906639],[0.],[2.02561091e+09],[442641.84906639],[10.],"(1, 1, 1, 0, 3, 1, 0)"
[442641.84906639],[0.],[2.75416855e+09],[442641.84906639],[10.],"(1, 1, 1, 0, 3, 1, 1)"
[442641.84906639],[0.],[3.70433182e+09],[442641.84906639],[10.],"(1, 1, 1, 0, 3, 1, 2)"
[442751.84906639],[0.],[6.24000671e+09],[442751.84906639],[10.],"(1, 1, 1, 1, 0, 0, 0)"
[442751.84906639],[0.],[5.7478796e+09],[442751.84906639],[10.],"(1, 1, 1, 1, 0, 0, 1)"
[442751.84906639],[0.],[6.04820386e+09],[442751.84906639],[10.],"(1, 1, 1, 1, 0, 0, 2)"
[442751.84906639],[0.],[5.77444025e+09],[442751.84906639],[10.],"(1, 1, 1, 1, 0, 1, 0)"
[442751.84906639],[0.],[5.41274384e+09],[442751.84906639],[10.],"(1, 1, 1, 1, 0, 1, 1)"
[442751.84906639],[0.],[5.78150971e+09],[442751.84906639],[10.],"(1, 1, 1, 1, 0, 1, 2)"
[442751.84906639],[0.],[2.48364849e+09],[442751.84906639],[10.],"(1, 1, 1, 1, 1, 0, 0)"
[442751.84906639],[0.],[3.28301991e+09],[442751.84906639],[10.],"(1, 1, 1, 1, 1, 0, 1)"
[442751.84906639],[0.],[4.26175791e+09],[442751.84906639],[10.],"(1, 1, 1, 1, 1, 0, 2)"
[442751.84906639],[0.],[2.39701863e+09],[442751.84906639],[10.],"(1, 1, 1, 1, 1, 1, 0)"
[442751.84906639],[0.],[3.1965361e+09],[442751.84906639],[10.],"(1, 1, 1, 1, 1, 1, 1)"
[442751.84906639],[0.],[4.17527825e+09],[442751.84906639],[10.],"(1, 1, 1, 1, 1, 1, 2)"
[442751.84906639],[0.],[1.90734563e+10],[442751.84906639],[10.],"(1, 1, 1, 1, 2, 0, 0)"
[442751.84906639],[0.],[1.50853507e+10],[442751.84906639],[10.],"(1, 1, 1, 1, 2, 0, 1)"
[442751.84906639],[0.],[1.3564685e+10],[442751.84906639],[10.],"(1, 1, 1, 1, 2, 0, 2)"
[442751.84906639],[0.],[1.73132427e+10],[442751.84906639],[10.],"(1, 1, 1, 1, 2, 1, 0)"
[442751.84906639],[0.],[1.38082445e+10],[442751.84906639],[10.],"(1, 1, 1, 1, 2, 1, 1)"
[442751.84906639],[0.],[1.25397232e+10],[442751.84906639],[10.],"(1, 1, 1, 1, 2, 1, 2)"
[442751.84906639],[0.],[2.18178966e+09],[442751.84906639],[10.],"(1, 1, 1, 1, 3, 0, 0)"
[442751.84906639],[0.],[2.9022398e+09],[442751.84906639],[10.],"(1, 1, 1, 1, 3, 0, 1)"
[442751.84906639],[0.],[3.84919247e+09],[442751.84906639],[10.],"(1, 1, 1, 1, 3, 0, 2)"
[442751.84906639],[0.],[2.12561091e+09],[442751.84906639],[10.],"(1, 1, 1, 1, 3, 1, 0)"
[442751.84906639],[0.],[2.85416855e+09],[442751.84906639],[10.],"(1, 1, 1, 1, 3, 1, 1)"
[442751.84906639],[0.],[3.80433182e+09],[442751.84906639],[10.],"(1, 1, 1, 1, 3, 1, 2)"
[442641.84906639],[0.],[3.63634551e+09],[442641.84906639],[10.],"(1, 1, 2, 0, 0, 0, 0)"
[442641.84906639],[0.],[3.8830449e+09],[442641.84906639],[10.],"(1, 1, 2, 0, 0, 0, 1)"
[442641.84906639],[0.],[4.57105763e+09],[442641.84906639],[10.],"(1, 1, 2, 0, 0, 0, 2)"
[442641.84906639],[0.],[3.43681703e+09],[442641.84906639],[10.],"(1, 1, 2, 0, 0, 1, 0)"
[442641.84906639],[0.],[3.73941528e+09],[442641.84906639],[10.],"(1, 1, 2, 0, 0, 1, 1)"
[442641.84906639],[0.],[4.45676014e+09],[442641.84906639],[10.],"(1, 1, 2, 0, 0, 1, 2)"
[442641.84906639],[0.],[2.0264777e+09],[442641.84906639],[10.],"(1, 1, 2, 0, 1, 0, 0)"
[442641.84906639],[0.],[2.82667646e+09],[442641.84906639],[10.],"(1, 1, 2, 0, 1, 0, 1)"
[442641.84906639],[0.],[3.80543794e+09],[442641.84906639],[10.],"(1, 1, 2, 0, 1, 0, 2)"
[442641.84906639],[0.],[1.98935062e+09],[442641.84906639],[10.],"(1, 1, 2, 0, 1, 1, 0)"
[442641.84906639],[0.],[2.78961197e+09],[442641.84906639],[10.],"(1, 1, 2, 0, 1, 1, 1)"
[442641.84906639],[0.],[3.76837523e+09],[442641.84906639],[10.],"(1, 1, 2, 0, 1, 1, 2)"
[442641.84906639],[0.],[9.13639535e+09],[442641.84906639],[10.],"(1, 1, 2, 0, 2, 0, 0)"
[442641.84906639],[0.],[7.88481823e+09],[442641.84906639],[10.],"(1, 1, 2, 0, 2, 0, 1)"
[442641.84906639],[0.],[7.79240669e+09],[442641.84906639],[10.],"(1, 1, 2, 0, 2, 0, 2)"
[442641.84906639],[0.],[8.38201808e+09],[442641.84906639],[10.],"(1, 1, 2, 0, 2, 1, 0)"
[442641.84906639],[0.],[7.33748701e+09],[442641.84906639],[10.],"(1, 1, 2, 0, 2, 1, 1)"
[442641.84906639],[0.],[7.35313734e+09],[442641.84906639],[10.],"(1, 1, 2, 0, 2, 1, 2)"
[442641.84906639],[0.],[1.89710963e+09],[442641.84906639],[10.],"(1, 1, 2, 0, 3, 0, 0)"
[442641.84906639],[0.],[2.66348498e+09],[442641.84906639],[10.],"(1, 1, 2, 0, 3, 0, 1)"
[442641.84906639],[0.],[3.62862418e+09],[442641.84906639],[10.],"(1, 1, 2, 0, 3, 0, 2)"
[442641.84906639],[0.],[1.87303302e+09],[442641.84906639],[10.],"(1, 1, 2, 0, 3, 1, 0)"
[442641.84906639],[0.],[2.64288302e+09],[442641.84906639],[10.],"(1, 1, 2, 0, 3, 1, 1)"
[442641.84906639],[0.],[3.60939819e+09],[442641.84906639],[10.],"(1, 1, 2, 0, 3, 1, 2)"
[442751.84906639],[0.],[3.73634551e+09],[442751.84906639],[10.],"(1, 1, 2, 1, 0, 0, 0)"
[442751.84906639],[0.],[3.9830449e+09],[442751.84906639],[10.],"(1, 1, 2, 1, 0, 0, 1)"
[442751.84906639],[0.],[4.67105763e+09],[442751.84906639],[10.],"(1, 1, 2, 1, 0, 0, 2)"
[442751.84906639],[0.],[3.53681703e+09],[442751.84906639],[10.],"(1, 1, 2, 1, 0, 1, 0)"
[442751.84906639],[0.],[3.83941528e+09],[442751.84906639],[10.],"(1, 1, 2, 1, 0, 1, 1)"
[442751.84906639],[0.],[4.55676014e+09],[442751.84906639],[10.],"(1, 1, 2, 1, 0, 1, 2)"
[442751.84906639],[0.],[2.1264777e+09],[442751.84906639],[10.],"(1, 1, 2, 1, 1, 0, 0)"
[442751.84906639],[0.],[2.92667646e+09],[442751.84906639],[10.],"(1, 1, 2, 1, 1, 0, 1)"
[442751.84906639],[0.],[3.90543794e+09],[442751.84906639],[10.],"(1, 1, 2, 1, 1, 0, 2)"
[442751.84906639],[0.],[2.08935062e+09],[442751.84906639],[10.],"(1, 1, 2, 1, 1, 1, 0)"
[442751.84906639],[0.],[2.88961197e+09],[442751.84906639],[10.],"(1, 1, 2, 1, 1, 1, 1)"
[442751.84906639],[0.],[3.86837523e+09],[442751.84906639],[10.],"(1, 1, 2, 1, 1, 1, 2)"
[442751.84906639],[0.],[9.23639535e+09],[442751.84906639],[10.],"(1, 1, 2, 1, 2, 0, 0)"
[442751.84906639],[0.],[7.98481823e+09],[442751.84906639],[10.],"(1, 1, 2, 1, 2, 0, 1)"
[442751.84906639],[0.],[7.89240669e+09],[442751.84906639],[10.],"(1, 1, 2, 1, 2, 0, 2)"
[442751.84906639],[0.],[8.48201808e+09],[442751.84906639],[10.],"(1, 1, 2, 1, 2, 1, 0)"
[442751.84906639],[0.],[7.43748701e+09],[442751.84906639],[10.],"(1, 1, 2, 1, 2, 1, 1)"
[442751.84906639],[0.],[7.45313734e+09],[442751.84906639],[10.],"(1, 1, 2, 1, 2, 1, 2)"
[442751.84906639],[0.],[1.99710963e+09],[442751.84906639],[10.],"(1, 1, 2, 1, 3, 0, 0)"
[442751.84906639],[0.],[2.76348498e+09],[442751.84906639],[10.],"(1, 1, 2, 1, 3, 0, 1)"
[442751.84906639],[0.],[3.72862418e+09],[442751.84906639],[10.],"(1, 1, 2, 1, 3, 0, 2)"
[442751.84906639],[0.],[1.97303302e+09],[442751.84906639],[10.],"(1, 1, 2, 1, 3, 1, 0)"
[442751.84906639],[0.],[2.74288302e+09],[442751.84906639],[10.],"(1, 1, 2, 1, 3, 1, 1)"
[442751.84906639],[0.],[3.70939819e+09],[442751.84906639],[10.],"(1, 1, 2, 1, 3, 1, 2)"
[442641.84906639],[0.],[1.75859961e+09],[442641.84906639],[10.],"(1, 1, 3, 0, 0, 0, 0)"
[442641.84906639],[0.],[2.55941887e+09],[442641.84906639],[10.],"(1, 1, 3, 0, 0, 0, 1)"
[442641.84906639],[0.],[3.53819797e+09],[442641.84906639],[10.],"(1, 1, 3, 0, 0, 0, 2)"
[442641.84906639],[0.],[1.75859961e+09],[442641.84906639],[10.],"(1, 1, 3, 0, 0, 1, 0)"
[442641.84906639],[0.],[2.55941887e+09],[442641.84906639],[10.],"(1, 1, 3, 0, 0, 1, 1)"
[442641.84906639],[0.],[3.53819797e+09],[442641.84906639],[10.],"(1, 1, 3, 0, 0, 1, 2)"
[442641.84906639],[0.],[1.75859961e+09],[442641.84906639],[10.],"(1, 1, 3, 0, 1, 0, 0)"
[442641.84906639],[0.],[2.55941887e+09],[442641.84906639],[10.],"(1, 1, 3, 0, 1, 0, 1)"
[442641.84906639],[0.],[3.53819797e+09],[442641.84906639],[10.],"(1, 1, 3, 0, 1, 0, 2)"
[442641.84906639],[0.],[1.75859961e+09],[442641.84906639],[10.],"(1, 1, 3, 0, 1, 1, 0)"
[442641.84906639],[0.],[2.55941887e+09],[442641.84906639],[10.],"(1, 1, 3, 0, 1, 1, 1)"
[442641.84906639],[0.],[3.53819797e+09],[442641.84906639],[10.],"(1, 1, 3, 0, 1, 1, 2)"
[442641.84906639],[0.],[1.75859961e+09],[442641.84906639],[10.],"(1, 1, 3, 0, 2, 0, 0)"
[442641.84906639],[0.],[2.55941887e+09],[442641.84906639],[10.],"(1, 1, 3, 0, 2, 0, 1)"
[442641.84906639],[0.],[3.53819797e+09],[442641.84906639],[10.],"(1, 1, 3, 0, 2, 0, 2)"
[442641.84906639],[0.],[1.75859961e+09],[442641.84906639],[10.],"(1, 1, 3, 0, 2, 1, 0)"
[442641.84906639],[0.],[2.55941887e+09],[442641.84906639],[10.],"(1, 1, 3, 0, 2, 1, 1)"
[442641.84906639],[0.],[3.53819797e+09],[442641.84906639],[10.],"(1, 1, 3, 0, 2, 1, 2)"
[442641.84906639],[0.],[1.75859961e+09],[442641.84906639],[10.],"(1, 1, 3, 0, 3, 0, 0)"
[442641.84906639],[0.],[2.55941887e+09],[442641.84906639],[10.],"(1, 1, 3, 0, 3, 0, 1)"
[442641.84906639],[0.],[3.53819797e+09],[442641.84906639],[10.],"(1, 1, 3, 0, 3, 0, 2)"
[442641.84906639],[0.],[1.75859961e+09],[442641.84906639],[10.],"(1, 1, 3, 0, 3, 1, 0)"
[442641.84906639],[0.],[2.55941887e+09],[442641.84906639],[10.],"(1, 1, 3, 0, 3, 1, 1)"
[442641.84906639],[0.],[3.53819797e+09],[442641.84906639],[10.],"(1, 1, 3, 0, 3, 1, 2)"
[442751.84906639],[0.],[1.85859961e+09],[442751.84906639],[10.],"(1, 1, 3, 1, 0, 0, 0)"
[442751.84906639],[0.],[2.65941887e+09],[442751.84906639],[10.],"(1, 1, 3, 1, 0, 0, 1)"
[442751.84906639],[0.],[3.63819797e+09],[442751.84906639],[10.],"(1, 1, 3, 1, 0, 0, 2)"
[442751.84906639],[0.],[1.85859961e+09],[442751.84906639],[10.],"(1, 1, 3, 1, 0, 1, 0)"
[442751.84906639],[0.],[2.65941887e+09],[442751.84906639],[10.],"(1, 1, 3, 1, 0, 1, 1)"
[442751.84906639],[0.],[3.63819797e+09],[442751.84906639],[10.],"(1, 1, 3, 1, 0, 1, 2)"
[442751.84906639],[0.],[1.85859961e+09],[442751.84906639],[10.],"(1, 1, 3, 1, 1, 0, 0)"
[442751.84906639],[0.],[2.65941887e+09],[442751.84906639],[10.],"(1, 1, 3, 1, 1, 0, 1)"
[442751.84906639],[0.],[3.63819797e+09],[442751.84906639],[10.],"(1, 1, 3, 1, 1, 0, 2)"
[442751.84906639],[0.],[1.85859961e+09],[442751.84906639],[10.],"(1, 1, 3, 1, 1, 1, 0)"
[442751.84906639],[0.],[2.65941887e+09],[442751.84906639],[10.],"(1, 1, 3, 1, 1, 1, 1)"
[442751.84906639],[0.],[3.63819797e+09],[442751.84906639],[10.],"(1, 1, 3, 1, 1, 1, 2)"
[442751.84906639],[0.],[1.85859961e+09],[442751.84906639],[10.],"(1, 1, 3, 1, 2, 0, 0)"
[442751.84906639],[0.],[2.65941887e+09],[442751.84906639],[10.],"(1, 1, 3, 1, 2, 0, 1)"
[442751.84906639],[0.],[3.63819797e+09],[442751.84906639],[10.],"(1, 1, 3, 1, 2, 0, 2)"
[442751.84906639],[0.],[1.85859961e+09],[442751.84906639],[10.],"(1, 1, 3, 1, 2, 1, 0)"
[442751.84906639],[0.],[2.65941887e+09],[442751.84906639],[10.],"(1, 1, 3, 1, 2, 1, 1)"
[442751.84906639],[0.],[3.63819797e+09],[442751.84906639],[10.],"(1, 1, 3, 1, 2, 1, 2)"
[442751.84906639],[0.],[1.85859961e+09],[442751.84906639],[10.],"(1, 1, 3, 1, 3, 0, 0)"
[442751.84906639],[0.],[2.65941887e+09],[442751.84906639],[10.],"(1, 1, 3, 1, 3, 0, 1)"
[442751.84906639],[0.],[3.63819797e+09],[442751.84906639],[10.],"(1, 1, 3, 1, 3, 0, 2)"
[442751.84906639],[0.],[1.85859961e+09],[442751.84906639],[10.],"(1, 1, 3, 1, 3, 1, 0)"
[442751.84906639],[0.],[2.65941887e+09],[442751.84906639],[10.],"(1, 1, 3, 1, 3, 1, 1)"
[442751.84906639],[0.],[3.63819797e+09],[442751.84906639],[10.],"(1, 1, 3, 1, 3, 1, 2)"
[1264619.27616619],[0.],[2.02670922e+10],[1264619.27616619],[10.],"(2, 0, 0, 0, 0, 0, 0)"
[1264619.27616619],[0.],[1.57908786e+10],[1264619.27616619],[10.],"(2, 0, 0, 0, 0, 0, 1)"
[1264619.27616619],[0.],[1.40006113e+10],[1264619.27616619],[10.],"(2, 0, 0, 0, 0, 0, 2)"
[1264619.27616619],[0.],[1.83669287e+10],[1264619.27616619],[10.],"(2, 0, 0, 0, 0, 1, 0)"
[1264619.27616619],[0.],[1.44230551e+10],[1264619.27616619],[10.],"(2, 0, 0, 0, 0, 1, 1)"
[1264619.27616619],[0.],[1.29121255e+10],[1264619.27616619],[10.],"(2, 0, 0, 0, 0, 1, 2)"
