%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
71661.166,299.009,0.835,9.012,33.908,-2.505,-14.379,5.248,-6.843,-17.123,-17.492,-24.707,-22.318,-21.732,-17.305,-22.723,-23.940,-31.656,-26.037,-26.962,-27.365,-27.815,-9.000,-544.798,-289.718,14.557,-369.760,101.413
71657.134,299.008,0.835,8.992,33.750,-2.826,-13.514,4.913,-6.843,-17.332,-18.032,-24.707,-22.959,-20.447,-17.417,-24.495,-23.413,-32.293,-25.828,-27.380,-27.469,-28.041,-9.000,-544.798,-289.718,14.557,-369.760,101.413
71661.166,299.005,0.835,8.981,33.671,-2.826,-13.838,5.583,-7.270,-17.123,-17.384,-25.849,-23.493,-21.089,-18.198,-24.704,-22.147,-31.656,-25.724,-26.858,-26.743,-28.829,-9.000,-544.798,-289.718,14.557,-369.744,101.402
71669.228,299.006,0.835,8.991,33.750,-2.666,-14.054,4.913,-7.805,-17.332,-17.816,-25.226,-23.493,-21.303,-17.193,-25.538,-21.936,-31.868,-26.037,-27.171,-26.950,-27.928,-9.000,-544.798,-289.718,14.557,-369.793,101.423
71653.103,299.005,0.835,8.992,33.750,-2.666,-13.946,6.030,-6.736,-18.167,-18.032,-25.122,-23.600,-21.732,-18.087,-22.932,-22.253,-32.612,-26.142,-27.485,-26.640,-27.477,-9.000,-544.798,-289.718,14.557,-369.793,101.402
71649.071,299.005,0.835,8.992,33.750,-2.986,-13.838,5.025,-7.270,-17.228,-18.140,-25.434,-23.386,-21.732,-18.087,-22.098,-22.569,-31.974,-26.246,-26.544,-26.536,-27.815,-9.000,-544.798,-289.718,14.557,-369.776,101.391
71669.228,299.005,0.835,8.980,33.671,-2.826,-13.622,4.466,-7.484,-17.645,-18.032,-25.434,-24.347,-21.732,-19.426,-21.681,-22.253,-33.037,-25.619,-26.231,-26.018,-27.477,-9.000,-544.798,-289.718,14.557,-369.744,101.413
71665.197,299.006,0.835,9.012,33.908,-2.666,-13.081,5.583,-7.912,-17.750,-17.708,-25.538,-23.813,-21.946,-18.757,-21.577,-22.886,-31.549,-26.142,-26.962,-26.018,-28.491,-9.000,-544.798,-289.718,14.557,-369.760,101.391
71665.197,299.005,0.835,8.991,33.750,-2.505,-13.622,5.136,-7.591,-17.541,-17.384,-24.811,-24.454,-21.410,-17.526,-23.036,-22.253,-31.656,-25.724,-26.962,-26.329,-27.365,-9.000,-544.798,-289.718,14.557,-369.776,101.413
71665.197,299.006,0.835,8.991,33.750,-2.666,-13.946,5.583,-7.057,-18.167,-17.924,-24.396,-23.066,-22.374,-17.414,-22.411,-22.780,-31.549,-25.828,-27.276,-26.847,-27.815,-9.000,-544.798,-289.718,14.557,-369.760,101.402
71661.166,299.008,0.835,9.002,33.829,-2.826,-13.730,5.806,-6.843,-17.332,-18.356,-25.019,-23.600,-22.160,-18.419,-22.202,-21.198,-31.125,-25.619,-26.962,-27.572,-28.604,-9.000,-544.798,-289.718,14.557,-369.793,101.413
71665.197,299.006,0.835,9.002,33.829,-2.986,-13.838,5.136,-6.950,-17.854,-17.492,-25.745,-23.813,-21.839,-18.865,-21.681,-21.409,-31.656,-26.351,-27.694,-26.536,-28.941,-9.000,-544.798,-289.718,14.557,-369.776,101.391
71665.197,299.003,0.835,8.991,33.750,-2.826,-13.730,5.471,-8.233,-17.332,-18.140,-25.849,-23.813,-22.160,-17.749,-21.785,-21.409,-30.275,-26.974,-27.485,-27.261,-28.941,-9.000,-544.798,-289.718,14.557,-369.760,101.413
71661.166,299.005,0.835,9.002,33.829,-2.826,-13.946,5.806,-6.843,-17.854,-17.492,-25.019,-24.347,-22.374,-18.754,-21.473,-20.565,-31.337,-26.556,-28.007,-27.780,-28.716,-9.000,-544.798,-289.718,14.557,-369.727,101.391
71665.197,299.006,0.835,9.012,33.908,-2.986,-14.919,5.806,-6.843,-17.750,-17.276,-25.641,-24.027,-23.016,-18.865,-20.430,-20.987,-31.974,-26.452,-27.589,-27.573,-29.504,-9.000,-544.798,-289.718,14.557,-369.744,101.402
71669.228,299.005,0.835,8.991,33.750,-2.986,-14.054,4.801,-7.484,-17.645,-18.032,-25.641,-23.707,-22.588,-18.977,-19.388,-19.933,-32.399,-26.765,-27.485,-28.402,-28.942,-9.000,-544.798,-289.718,14.557,-369.776,101.391
71669.228,299.003,0.835,9.022,33.987,-3.146,-14.271,5.583,-7.057,-18.167,-17.168,-26.472,-24.454,-22.374,-19.535,-19.179,-20.565,-31.974,-26.661,-27.694,-27.780,-30.406,-9.000,-544.798,-289.718,14.557,-369.776,101.413
71673.260,299.003,0.835,9.012,33.908,-3.146,-14.919,5.918,-7.912,-17.750,-17.924,-25.849,-24.561,-22.588,-18.642,-18.971,-21.726,-32.081,-26.452,-28.007,-27.573,-29.279,-9.000,-544.798,-289.718,14.557,-369.760,101.402
71669.228,299.003,0.835,9.022,33.987,-2.986,-15.243,5.025,-7.484,-18.480,-17.816,-25.434,-24.668,-22.267,-18.530,-17.407,-22.569,-31.974,-26.243,-28.634,-27.780,-29.955,-9.000,-544.798,-289.718,14.557,-369.760,101.391
71669.228,299.005,0.835,9.022,33.987,-2.986,-14.811,5.136,-7.164,-17.541,-18.248,-25.434,-23.920,-23.766,-18.419,-18.241,-22.569,-31.974,-26.870,-27.171,-28.505,-30.180,-9.000,-544.798,-289.718,14.557,-369.760,101.402
71665.197,299.025,0.835,16.936,119.734,-7.789,-34.055,53.597,4.283,-38.736,-43.082,-53.359,-48.054,-37.897,-28.358,-41.167,-75.407,-108.246,-109.048,-110.670,-108.943,-112.388,-9.000,-544.798,-289.718,14.557,-369.776,101.413
71661.166,299.029,0.835,16.931,119.655,-7.949,-33.298,52.815,4.819,-38.527,-42.542,-52.840,-48.481,-38.967,-28.916,-45.232,-74.352,-107.608,-109.989,-111.820,-108.217,-110.248,-9.000,-544.798,-289.718,14.557,-369.776,101.391
71661.166,299.025,0.835,16.925,119.576,-7.628,-33.406,52.368,4.926,-38.632,-42.974,-53.152,-48.375,-39.395,-30.145,-45.648,-72.875,-109.733,-109.780,-110.566,-106.766,-107.433,-9.000,-544.798,-289.718,14.557,-369.793,101.413
