%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
71717.605,298.855,0.836,8.831,32.596,-2.714,-13.840,5.472,-6.523,-18.796,-19.651,-28.556,-27.986,-27.837,-23.895,-23.247,-19.516,-26.033,-21.017,-23.203,-21.767,-23.201,-12.000,-544.798,-289.718,14.557,-368.944,101.434
71713.573,298.851,0.836,8.809,32.438,-2.553,-13.732,5.137,-6.630,-18.169,-19.543,-28.140,-27.665,-28.265,-24.788,-23.143,-19.727,-26.139,-21.226,-22.262,-21.871,-23.088,-12.000,-544.798,-289.718,14.557,-368.928,101.434
71717.605,298.851,0.836,8.831,32.596,-2.553,-13.191,4.690,-6.845,-18.065,-20.622,-28.556,-28.199,-27.730,-24.454,-22.726,-18.145,-26.458,-21.749,-21.844,-23.011,-22.976,-12.000,-544.798,-289.718,14.557,-368.960,101.434
71717.605,298.855,0.836,8.841,32.675,-2.714,-13.840,5.360,-7.379,-18.274,-19.327,-28.037,-28.627,-27.087,-24.565,-22.517,-18.672,-26.564,-21.017,-21.739,-21.663,-23.201,-12.000,-544.798,-289.718,14.557,-368.928,101.423
71709.542,298.856,0.836,8.820,32.517,-2.393,-13.515,6.030,-7.914,-18.274,-19.543,-28.348,-27.986,-26.659,-23.672,-21.996,-18.988,-26.245,-21.331,-22.262,-21.871,-23.652,-12.000,-544.798,-289.718,14.557,-368.960,101.434
71721.636,298.853,0.836,8.809,32.438,-2.714,-13.083,5.248,-7.165,-18.796,-19.866,-27.829,-28.413,-27.301,-23.672,-22.413,-17.934,-25.714,-21.331,-22.366,-22.389,-23.314,-12.000,-544.798,-289.718,14.557,-368.944,101.423
71717.605,298.853,0.836,8.820,32.517,-2.874,-14.380,5.695,-6.952,-18.587,-19.327,-28.140,-28.199,-27.408,-23.784,-21.996,-18.988,-26.564,-21.226,-22.680,-21.871,-23.314,-12.000,-544.798,-289.718,14.557,-368.944,101.413
71717.605,298.853,0.836,8.831,32.596,-2.874,-13.948,5.807,-6.631,-17.856,-19.759,-28.140,-27.665,-27.730,-23.225,-21.683,-18.567,-26.458,-20.808,-22.575,-22.700,-23.989,-12.000,-544.798,-289.718,14.557,-368.944,101.445
71713.573,298.851,0.836,8.820,32.517,-2.714,-13.515,5.025,-7.165,-18.065,-19.866,-27.725,-28.199,-26.980,-22.775,-22.100,-18.145,-27.308,-21.436,-22.157,-23.425,-24.327,-12.000,-544.798,-289.718,14.557,-368.944,101.413
71717.605,298.851,0.836,8.841,32.675,-2.714,-14.597,6.030,-7.165,-18.274,-19.003,-28.452,-28.413,-27.087,-23.557,-22.413,-18.672,-27.095,-21.749,-22.575,-22.596,-24.778,-12.000,-544.798,-289.718,14.557,-368.977,101.423
71721.636,298.851,0.836,8.830,32.596,-2.714,-14.380,6.030,-7.700,-17.960,-19.327,-28.140,-27.986,-26.873,-22.552,-22.622,-19.094,-26.989,-22.167,-23.516,-23.322,-24.665,-12.000,-544.798,-289.718,14.557,-368.944,101.413
71713.573,298.851,0.836,8.831,32.596,-2.393,-14.813,5.583,-6.952,-18.274,-19.219,-27.829,-28.627,-27.087,-23.333,-22.517,-18.883,-27.095,-21.226,-23.516,-23.114,-24.440,-12.000,-544.798,-289.718,14.557,-368.960,101.391
71721.636,298.853,0.836,8.830,32.596,-2.874,-15.786,5.918,-6.738,-18.482,-19.219,-28.140,-27.772,-27.623,-24.338,-21.892,-20.043,-26.989,-21.753,-23.621,-23.322,-25.228,-12.000,-544.798,-289.718,14.557,-368.977,101.413
71717.605,298.850,0.836,8.809,32.438,-2.393,-15.245,5.137,-7.165,-18.274,-19.327,-27.829,-27.345,-27.730,-24.003,-23.351,-19.305,-27.308,-21.962,-23.203,-23.633,-25.228,-12.000,-544.798,-289.718,14.557,-368.944,101.423
71717.605,298.850,0.836,8.820,32.517,-2.874,-15.353,5.025,-6.631,-18.378,-19.651,-28.452,-27.986,-26.980,-24.450,-23.039,-18.989,-27.945,-22.171,-23.412,-23.114,-25.116,-12.000,-544.798,-289.718,14.557,-368.977,101.413
71717.605,298.853,0.836,8.809,32.438,-2.874,-15.461,6.142,-7.272,-18.169,-19.111,-28.660,-27.665,-27.087,-24.561,-23.143,-18.883,-27.308,-22.694,-23.621,-23.011,-25.116,-12.000,-544.798,-289.718,14.557,-368.960,101.445
71713.573,298.850,0.836,8.809,32.438,-2.714,-15.245,5.918,-7.700,-17.752,-19.219,-28.452,-27.986,-27.301,-23.780,-23.768,-18.461,-27.945,-23.217,-23.621,-23.114,-24.665,-12.000,-544.798,-289.718,14.557,-368.993,101.423
71717.605,298.850,0.836,8.820,32.517,-3.034,-14.813,5.918,-6.845,-18.482,-19.543,-27.725,-28.306,-27.301,-23.110,-23.247,-19.094,-27.733,-22.275,-23.725,-23.114,-24.327,-12.000,-544.798,-289.718,14.557,-368.960,101.423
71713.573,298.850,0.836,8.820,32.517,-3.194,-15.570,5.807,-6.203,-18.691,-19.327,-27.621,-27.452,-27.194,-23.445,-23.039,-20.043,-27.733,-22.798,-24.039,-22.803,-24.553,-12.000,-544.798,-289.718,14.557,-368.977,101.423
71713.573,298.851,0.836,8.831,32.596,-3.194,-14.488,5.918,-6.524,-17.752,-19.759,-27.725,-27.665,-27.730,-23.668,-23.664,-19.622,-27.414,-22.694,-23.516,-23.529,-24.102,-12.000,-544.798,-289.718,14.557,-368.977,101.423
71717.605,298.837,0.836,16.842,118.580,-7.997,-6.595,48.577,-1.176,-48.347,-57.656,-72.895,-74.557,-73.232,-61.190,-69.637,-64.877,-73.423,-69.221,-69.817,-69.758,-69.716,-12.000,-544.798,-289.718,14.557,-368.977,101.423
71721.636,298.837,0.836,16.848,118.659,-7.997,-6.704,48.800,-0.535,-48.451,-56.792,-73.207,-74.878,-72.376,-62.306,-69.324,-65.299,-74.592,-69.639,-70.548,-68.514,-70.842,-12.000,-544.798,-289.718,14.557,-368.944,101.423
71725.667,298.835,0.836,16.847,118.659,-8.157,-7.352,49.805,-1.283,-48.243,-56.900,-73.207,-74.557,-73.125,-60.743,-69.533,-66.565,-73.742,-70.790,-71.175,-68.928,-71.405,-12.000,-544.798,-289.718,14.557,-368.960,101.434
71721.636,298.838,0.836,16.853,118.738,-7.997,-7.136,48.912,-0.749,-49.078,-57.116,-72.480,-74.557,-72.697,-59.961,-71.514,-67.304,-75.123,-70.790,-71.384,-69.758,-70.617,-12.000,-544.798,-289.718,14.557,-368.960,101.413
71721.636,298.838,0.836,16.848,118.659,-8.477,-7.893,49.805,-0.107,-49.078,-57.008,-72.895,-74.664,-72.268,-59.850,-70.680,-68.148,-75.335,-70.162,-73.057,-69.861,-72.081,-12.000,-544.798,-289.718,14.557,-368.928,101.423
71717.605,298.837,0.836,16.848,118.659,-8.157,-9.082,49.693,-0.000,-48.242,-56.576,-72.376,-74.237,-73.446,-60.296,-70.992,-68.148,-75.442,-70.580,-71.489,-71.001,-71.518,-12.000,-544.798,-289.718,14.557,-368.977,101.423
71729.699,298.840,0.836,16.858,118.817,-8.157,-7.785,49.135,-0.642,-47.929,-57.008,-72.480,-74.344,-72.590,-61.190,-72.139,-68.042,-76.292,-71.208,-71.384,-70.276,-70.955,-12.000,-544.798,-289.718,14.557,-368.928,101.413
71725.667,298.838,0.836,16.875,119.054,-8.157,-7.893,50.252,-0.321,-48.138,-56.252,-72.687,-74.450,-72.590,-62.306,-72.556,-68.570,-75.229,-70.371,-70.548,-69.550,-70.955,-12.000,-544.798,-289.718,14.557,-368.944,101.413
71721.636,298.840,0.836,16.864,118.896,-8.317,-7.352,50.140,-0.749,-47.720,-56.144,-72.895,-74.130,-72.911,-61.180,-73.911,-68.781,-74.379,-70.580,-70.026,-69.861,-71.518,-12.000,-544.798,-289.718,14.557,-368.944,101.413
71721.636,298.837,0.836,16.864,118.896,-8.157,-7.677,50.028,0.107,-48.242,-56.576,-71.856,-74.878,-72.268,-60.510,-74.745,-67.726,-74.273,-69.012,-70.862,-69.861,-70.504,-12.000,-544.798,-289.718,14.557,-368.977,101.423
71717.605,298.838,0.836,16.870,118.975,-7.997,-8.217,49.917,0.107,-48.765,-56.684,-72.583,-74.771,-73.339,-62.185,-71.201,-66.987,-73.954,-69.639,-71.280,-68.617,-69.491,-12.000,-544.798,-289.718,14.557,-368.977,101.423
71721.636,298.835,0.836,16.864,118.896,-8.317,-7.136,49.693,-0.000,-48.138,-56.792,-71.856,-74.664,-73.874,-62.408,-68.178,-66.460,-74.273,-69.744,-69.712,-68.410,-69.265,-12.000,-544.798,-289.718,14.557,-368.944,101.413
71717.605,298.835,0.836,16.865,118.896,-8.477,-5.947,48.688,-0.642,-48.347,-57.008,-72.895,-74.985,-73.125,-61.180,-68.178,-66.882,-75.442,-69.232,-69.190,-69.032,-69.378,-12.000,-544.798,-289.718,14.557,-368.960,101.434
71717.605,298.837,0.836,16.865,118.896,-8.317,-6.704,49.693,-0.856,-48.556,-57.224,-73.622,-75.412,-73.125,-61.292,-70.784,-68.042,-74.167,-68.813,-70.026,-69.239,-70.166,-12.000,-544.798,-289.718,14.557,-368.928,101.423
71713.573,298.837,0.836,16.865,118.896,-8.317,-7.244,49.358,-1.497,-48.451,-57.332,-72.687,-74.771,-73.982,-60.957,-72.452,-66.354,-74.485,-70.591,-69.608,-68.410,-69.265,-12.000,-544.798,-289.718,14.557,-368.928,101.413
71717.605,298.837,0.836,16.870,118.975,-7.997,-6.271,49.358,-1.283,-49.391,-57.224,-72.999,-75.732,-73.660,-61.738,-69.741,-65.932,-75.017,-68.709,-69.712,-67.996,-67.351,-12.000,-544.798,-289.718,14.557,-368.993,101.434
71709.542,298.837,0.836,16.860,118.817,-8.157,-5.731,48.912,-0.963,-49.495,-57.224,-73.206,-74.771,-74.624,-62.408,-68.699,-68.570,-74.379,-67.768,-69.399,-67.270,-67.238,-12.000,-544.798,-289.718,14.557,-368.928,101.423
71713.573,298.837,0.836,16.882,119.133,-8.477,-4.542,48.241,-0.963,-48.765,-57.440,-72.999,-75.412,-73.982,-61.180,-72.348,-67.620,-73.317,-68.291,-67.831,-68.203,-67.126,-12.000,-544.798,-289.718,14.557,-368.960,101.413
71713.573,298.834,0.836,16.865,118.896,-8.317,-4.217,48.353,-1.069,-48.765,-57.656,-73.206,-75.519,-72.804,-61.738,-73.286,-67.198,-73.529,-67.872,-68.563,-66.959,-66.112,-12.000,-544.798,-289.718,14.557,-368.944,101.413
71717.605,298.838,0.836,16.870,118.975,-8.157,-3.893,48.800,-1.390,-49.078,-57.332,-73.622,-75.625,-73.232,-61.961,-74.537,-66.143,-72.573,-68.186,-68.040,-67.478,-68.252,-12.000,-544.798,-289.718,14.557,-368.944,101.434
71713.573,298.826,0.836,34.053,484.725,-26.087,14.729,235.626,28.593,-176.472,-213.133,-259.910,-270.564,-261.345,-205.868,-272.816,-304.766,-308.780,-293.869,-289.510,-282.763,-275.823,-12.000,-544.798,-289.718,14.557,-368.944,101.413
71713.573,298.822,0.836,34.050,484.646,-26.247,13.429,234.954,27.844,-176.994,-213.781,-260.014,-269.283,-261.131,-204.863,-278.862,-297.592,-308.780,-295.542,-289.928,-283.073,-274.584,-12.000,-544.798,-289.718,14.557,-368.911,101.413
71717.605,298.824,0.836,34.046,484.567,-26.087,14.404,234.954,27.415,-175.950,-214.321,-260.533,-268.855,-262.415,-206.649,-271.982,-305.399,-304.636,-295.019,-288.883,-284.628,-281.342,-12.000,-544.798,-289.718,14.557,-368.977,101.413
71717.605,298.824,0.836,34.046,484.567,-25.927,11.480,233.949,28.272,-175.531,-212.377,-259.494,-268.214,-260.274,-205.756,-281.573,-300.757,-309.418,-295.333,-290.660,-285.250,-281.792,-12.000,-544.798,-289.718,14.557,-368.944,101.413
71717.605,298.826,0.836,34.041,484.409,-26.247,10.397,235.847,28.593,-175.323,-212.161,-260.221,-268.428,-260.167,-204.082,-280.843,-300.863,-307.824,-294.810,-292.018,-285.976,-285.734,-12.000,-544.798,-289.718,14.557,-368.944,101.445
71717.605,298.826,0.836,34.043,484.488,-25.927,7.040,237.522,30.307,-173.547,-210.110,-257.209,-266.292,-258.026,-201.067,-284.387,-296.327,-305.805,-298.680,-294.004,-287.841,-286.973,-12.000,-544.798,-289.718,14.557,-368.944,101.434
71717.605,298.821,0.836,34.040,484.409,-26.407,4.657,238.751,31.699,-172.921,-209.894,-256.794,-266.505,-257.598,-199.839,-277.924,-306.454,-308.461,-293.869,-293.795,-289.707,-290.465,-12.000,-544.798,-289.718,14.557,-368.977,101.434
71713.573,298.827,0.836,34.039,484.330,-26.087,0.433,241.207,33.519,-169.579,-207.734,-254.613,-263.300,-256.098,-199.058,-290.746,-297.909,-306.549,-297.425,-292.959,-287.841,-288.550,-12.000,-544.798,-289.718,14.557,-368.928,101.413
71717.605,298.829,0.836,34.041,484.409,-26.087,0.325,240.426,33.519,-170.519,-209.570,-255.963,-265.116,-258.668,-203.524,-274.484,-301.918,-308.780,-292.300,-287.733,-282.141,-277.963,-12.000,-544.798,-289.718,14.557,-368.960,101.423
71721.636,298.826,0.836,34.034,484.251,-26.247,7.473,240.202,33.198,-169.579,-207.950,-255.444,-265.223,-257.169,-204.305,-283.969,-297.592,-306.230,-288.117,-284.075,-278.927,-274.584,-12.000,-544.798,-289.718,14.557,-368.960,101.434
