%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
71616.821,300.046,0.832,9.119,34.575,-3.194,-21.298,11.389,-1.711,-15.766,-17.600,-28.029,-28.512,-28.583,-26.348,-26.997,-22.569,-29.212,-24.155,-26.335,-25.292,-26.464,-15.000,-544.798,-289.718,14.557,-366.708,101.423
71608.758,300.045,0.831,9.109,34.496,-3.194,-21.838,10.608,-2.459,-15.035,-18.032,-27.406,-28.085,-29.118,-26.460,-27.414,-23.624,-29.425,-24.260,-24.976,-25.603,-26.689,-15.000,-544.798,-289.718,14.557,-366.708,101.402
71616.821,300.043,0.832,9.119,34.575,-3.194,-21.189,10.943,-2.459,-14.826,-18.032,-27.822,-28.085,-28.476,-26.683,-27.518,-22.358,-29.531,-24.051,-25.499,-25.188,-26.914,-15.000,-544.798,-289.718,14.557,-366.692,101.402
71612.789,300.045,0.831,9.120,34.575,-3.034,-21.298,11.166,-2.459,-15.139,-17.600,-28.237,-28.298,-28.048,-26.237,-26.789,-22.147,-28.681,-24.469,-25.186,-24.877,-27.477,-15.000,-544.798,-289.718,14.557,-366.676,101.413
71612.789,300.045,0.831,9.120,34.575,-3.194,-21.189,11.054,-2.352,-14.931,-17.924,-27.822,-28.512,-28.369,-25.902,-27.727,-22.253,-28.894,-23.946,-25.395,-25.603,-26.351,-15.000,-544.798,-289.718,14.557,-366.676,101.391
71620.852,300.043,0.832,9.088,34.338,-3.194,-21.514,10.719,-2.245,-15.661,-18.032,-27.822,-28.619,-29.118,-25.790,-26.476,-22.042,-29.106,-23.423,-26.022,-25.292,-26.351,-15.000,-544.798,-289.718,14.557,-366.724,101.413
71620.852,300.045,0.832,9.119,34.575,-3.354,-21.406,11.054,-1.818,-14.931,-18.356,-27.822,-28.405,-29.011,-26.014,-26.789,-21.936,-28.575,-23.737,-24.976,-25.603,-26.464,-15.000,-544.798,-289.718,14.557,-366.708,101.413
71620.852,300.045,0.832,9.109,34.496,-3.194,-21.298,10.049,-2.031,-14.722,-17.924,-28.029,-28.298,-28.690,-27.018,-26.372,-22.253,-29.531,-23.423,-24.976,-25.396,-27.027,-15.000,-544.798,-289.718,14.557,-366.708,101.391
71616.821,300.045,0.832,9.109,34.496,-3.034,-21.406,11.501,-2.780,-14.931,-17.816,-28.963,-28.405,-29.011,-26.568,-26.684,-21.936,-28.894,-23.632,-24.976,-25.396,-27.815,-15.000,-544.798,-289.718,14.557,-366.692,101.413
71616.821,300.041,0.832,9.109,34.496,-3.194,-21.730,10.608,-2.780,-15.348,-18.032,-27.718,-29.366,-28.690,-26.679,-27.205,-21.936,-28.894,-24.364,-25.499,-25.396,-27.027,-15.000,-544.798,-289.718,14.557,-366.708,101.413
