%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
71713.573,299.055,0.835,8.958,33.516,-2.682,-21.733,10.272,-3.528,-14.930,-17.384,-27.514,-27.230,-27.619,-24.785,-25.225,-21.307,-28.256,-23.838,-24.976,-25.084,-27.590,-15.000,-544.798,-289.718,14.557,-367.002,101.413
71717.605,299.055,0.835,8.957,33.516,-2.682,-21.625,10.386,-2.459,-14.722,-17.492,-26.476,-28.512,-27.833,-24.897,-25.433,-21.307,-28.469,-23.001,-25.185,-24.981,-26.126,-15.000,-544.798,-289.718,14.557,-367.035,101.434
71713.573,299.055,0.835,8.958,33.516,-2.682,-21.733,9.939,-2.459,-14.722,-17.384,-26.891,-27.337,-28.154,-25.455,-24.808,-21.729,-28.575,-23.524,-25.185,-24.877,-26.239,-15.000,-544.798,-289.718,14.557,-367.035,101.402
71713.573,299.056,0.835,8.979,33.674,-2.682,-20.868,9.492,-2.459,-14.722,-17.492,-26.683,-27.657,-27.940,-25.343,-24.912,-20.990,-29.106,-23.210,-24.558,-25.603,-25.788,-15.000,-544.798,-289.718,14.557,-367.018,101.413
71717.605,299.056,0.835,8.957,33.516,-3.002,-21.409,9.381,-2.673,-14.617,-17.168,-27.203,-27.871,-27.405,-25.902,-25.538,-21.623,-29.000,-23.315,-24.454,-24.670,-27.027,-15.000,-544.798,-289.718,14.557,-367.018,101.413
71709.542,299.056,0.835,8.958,33.516,-2.521,-21.625,11.056,-3.422,-14.722,-16.628,-27.821,-27.657,-27.405,-25.567,-25.225,-21.307,-27.937,-23.733,-24.767,-24.566,-26.464,-15.000,-544.798,-289.718,14.557,-367.051,101.413
71713.573,299.055,0.835,8.958,33.516,-2.521,-21.193,10.051,-2.459,-15.661,-17.384,-26.472,-28.089,-27.619,-25.455,-26.059,-21.307,-28.150,-23.315,-25.603,-25.395,-25.788,-15.000,-544.798,-289.718,14.557,-367.035,101.413
71709.542,299.053,0.835,8.958,33.516,-2.682,-22.058,10.162,-2.459,-15.348,-16.952,-26.472,-27.448,-27.945,-25.343,-25.433,-21.834,-28.044,-23.210,-25.290,-24.877,-26.013,-15.000,-544.798,-289.718,14.557,-367.035,101.413
71709.542,299.058,0.835,8.958,33.516,-2.682,-21.517,10.274,-3.208,-14.095,-17.492,-26.783,-27.555,-28.052,-25.343,-24.912,-21.307,-27.937,-23.210,-24.036,-24.774,-25.788,-15.000,-544.798,-289.718,14.557,-367.018,101.413
71713.573,299.056,0.835,8.947,33.437,-2.682,-20.868,10.051,-2.673,-14.408,-17.276,-26.887,-27.555,-27.516,-25.567,-25.225,-21.412,-28.575,-23.001,-24.872,-24.152,-26.351,-15.000,-544.798,-289.718,14.557,-367.018,101.423
