%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
72318.278,299.234,0.842,8.809,32.667,-2.914,-52.324,-33.779,-45.233,-54.605,-56.029,-63.428,-62.168,-60.814,-57.720,-57.433,-57.591,-67.464,-61.276,-63.329,-60.949,-61.260,-10.000,-544.798,-289.718,14.557,-369.107,101.423
72322.309,299.235,0.842,8.809,32.667,-2.594,-52.865,-32.776,-44.912,-54.188,-54.949,-64.362,-61.848,-60.493,-57.497,-56.182,-59.279,-66.720,-61.589,-62.911,-60.638,-62.161,-10.000,-544.798,-289.718,14.557,-369.107,101.402
72326.340,299.237,0.842,8.819,32.746,-2.914,-52.432,-31.995,-45.661,-54.501,-55.597,-63.636,-62.061,-60.172,-56.157,-57.016,-60.544,-66.189,-62.844,-63.329,-60.845,-62.386,-10.000,-544.798,-289.718,14.557,-369.156,101.402
72322.309,299.237,0.842,8.809,32.667,-2.594,-53.513,-32.441,-44.378,-54.605,-54.841,-63.428,-62.168,-60.065,-56.715,-57.433,-60.755,-66.614,-62.008,-64.792,-61.674,-63.062,-10.000,-544.798,-289.718,14.557,-369.123,101.402
72322.309,299.235,0.842,8.809,32.667,-2.594,-54.054,-32.553,-44.912,-54.501,-55.489,-63.324,-60.780,-61.028,-56.380,-58.475,-60.439,-66.083,-62.531,-65.001,-62.296,-63.850,-10.000,-544.798,-289.718,14.557,-369.140,101.402
72322.309,299.235,0.842,8.809,32.667,-2.754,-53.946,-32.999,-45.340,-54.083,-55.597,-64.051,-61.527,-60.493,-56.380,-59.622,-59.701,-66.401,-63.158,-65.001,-63.436,-64.301,-10.000,-544.798,-289.718,14.557,-369.140,101.413
72322.309,299.232,0.842,8.798,32.588,-3.234,-55.135,-32.664,-45.233,-54.605,-55.165,-64.051,-61.207,-60.172,-57.162,-59.413,-58.751,-66.614,-62.949,-65.837,-64.162,-66.103,-10.000,-544.798,-289.718,14.557,-369.123,101.423
72322.309,299.234,0.842,8.809,32.667,-2.914,-56.216,-32.441,-46.302,-54.710,-55.489,-63.739,-61.848,-60.600,-56.492,-59.205,-58.224,-67.145,-64.099,-66.673,-64.473,-66.778,-10.000,-544.798,-289.718,14.557,-369.156,101.413
72322.309,299.234,0.842,8.809,32.667,-2.754,-56.108,-32.776,-44.378,-54.710,-55.921,-63.739,-62.489,-60.172,-56.939,-58.371,-57.591,-67.570,-63.472,-67.613,-65.717,-67.341,-10.000,-544.798,-289.718,14.557,-369.123,101.413
72322.309,299.234,0.842,8.819,32.746,-3.074,-57.297,-32.887,-45.768,-54.710,-55.813,-63.532,-61.421,-61.028,-57.163,-57.329,-58.329,-68.314,-63.890,-67.404,-66.131,-68.467,-10.000,-544.798,-289.718,14.557,-369.156,101.402
72326.340,299.230,0.842,8.809,32.667,-2.594,-57.081,-33.445,-45.340,-54.710,-56.461,-64.051,-61.848,-60.814,-56.828,-57.433,-58.013,-68.845,-63.472,-69.285,-67.686,-69.481,-10.000,-544.798,-289.718,14.557,-369.140,101.423
72326.340,299.232,0.842,8.819,32.746,-3.074,-58.270,-31.995,-44.591,-54.501,-55.057,-64.155,-61.421,-60.600,-56.381,-57.329,-59.068,-67.241,-64.308,-70.121,-67.686,-71.058,-10.000,-544.798,-289.718,14.557,-369.123,101.402
72322.309,299.232,0.842,8.809,32.667,-2.914,-58.703,-32.441,-45.554,-54.605,-55.165,-64.051,-61.848,-59.850,-55.153,-58.163,-58.541,-66.392,-66.599,-71.375,-68.308,-70.607,-10.000,-544.798,-289.718,14.557,-369.140,101.413
72322.309,299.235,0.842,8.819,32.746,-2.754,-59.243,-31.661,-44.485,-54.710,-55.273,-63.739,-62.061,-60.172,-55.041,-58.163,-57.697,-67.135,-65.867,-72.212,-68.308,-70.157,-10.000,-544.798,-289.718,14.557,-369.123,101.413
