%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
71584.570,299.741,0.832,8.989,33.611,-2.762,-13.514,5.359,-7.377,-18.898,-19.864,-28.856,-27.551,-26.549,-23.669,-21.577,-19.511,-28.044,-22.583,-23.510,-23.115,-25.897,-11.000,-544.798,-289.718,14.557,-369.662,101.413
71580.538,299.743,0.832,8.978,33.532,-2.762,-13.514,5.248,-8.126,-18.585,-19.648,-28.233,-27.765,-26.335,-21.883,-21.369,-21.093,-28.363,-22.792,-23.301,-23.219,-24.771,-11.000,-544.798,-289.718,14.557,-369.662,101.413
71572.476,299.740,0.832,8.979,33.532,-2.922,-13.622,5.471,-7.057,-18.794,-19.648,-27.818,-27.658,-26.763,-21.994,-20.847,-21.093,-28.894,-22.479,-24.555,-23.219,-25.447,-11.000,-544.798,-289.718,14.557,-369.629,101.413
71576.507,299.741,0.832,8.968,33.453,-2.922,-13.946,5.471,-6.843,-18.376,-19.432,-27.610,-27.231,-26.335,-21.771,-21.577,-22.148,-29.213,-23.315,-23.615,-23.323,-25.221,-11.000,-544.798,-289.718,14.557,-369.662,101.423
71584.570,299.741,0.832,8.978,33.532,-2.922,-12.865,4.466,-7.484,-18.272,-19.975,-28.025,-27.124,-26.121,-21.771,-22.932,-21.093,-29.956,-23.211,-23.928,-23.737,-24.771,-11.000,-544.798,-289.718,14.557,-369.678,101.402
71580.538,299.740,0.832,9.000,33.690,-2.922,-13.298,6.030,-7.484,-18.689,-19.543,-28.341,-27.231,-25.800,-22.218,-24.079,-21.515,-28.788,-22.897,-24.555,-23.634,-26.460,-11.000,-544.798,-289.718,14.557,-369.629,101.402
71576.507,299.741,0.832,8.989,33.611,-2.602,-14.054,5.248,-7.377,-18.585,-19.327,-28.029,-27.444,-26.442,-22.106,-24.183,-21.831,-28.257,-23.524,-24.033,-24.463,-25.784,-11.000,-544.798,-289.718,14.557,-369.662,101.402
71576.507,299.741,0.832,8.989,33.611,-2.762,-14.703,5.471,-7.271,-19.316,-19.327,-27.822,-27.444,-26.763,-22.999,-24.079,-21.831,-28.363,-23.524,-25.286,-24.152,-26.460,-11.000,-544.798,-289.718,14.557,-369.662,101.434
71576.507,299.741,0.832,9.010,33.769,-2.922,-14.703,5.136,-7.805,-18.063,-19.543,-28.445,-27.338,-27.191,-23.223,-24.183,-21.620,-28.363,-23.524,-24.346,-24.981,-26.460,-11.000,-544.798,-289.718,14.557,-369.646,101.413
71580.538,299.741,0.832,9.010,33.769,-3.242,-14.162,4.913,-7.164,-18.376,-19.543,-27.926,-27.338,-26.656,-23.669,-24.492,-20.987,-29.850,-23.524,-24.242,-24.981,-27.248,-11.000,-544.798,-289.718,14.557,-369.646,101.423
71580.538,299.741,0.832,9.010,33.769,-2.922,-14.811,6.030,-8.233,-18.272,-19.435,-28.756,-27.231,-26.656,-23.111,-24.805,-21.620,-28.894,-24.256,-25.182,-24.774,-27.361,-11.000,-544.798,-289.718,14.557,-369.662,101.402
71580.538,299.740,0.832,9.000,33.690,-2.602,-14.487,5.806,-7.698,-18.898,-20.083,-28.237,-27.978,-26.977,-23.111,-24.909,-22.253,-29.425,-23.315,-25.077,-24.878,-26.460,-11.000,-544.798,-289.718,14.557,-369.662,101.413
71580.538,299.743,0.832,9.000,33.690,-2.922,-15.568,5.471,-7.484,-19.003,-19.867,-28.548,-27.551,-27.620,-23.781,-24.179,-22.886,-29.000,-23.315,-25.495,-24.981,-26.910,-11.000,-544.798,-289.718,14.557,-369.646,101.413
71580.538,299.740,0.832,9.000,33.690,-3.242,-14.703,4.466,-8.019,-18.689,-20.299,-28.445,-27.551,-27.620,-24.004,-24.700,-21.726,-29.000,-23.734,-24.555,-25.396,-26.685,-11.000,-544.798,-289.718,14.557,-369.646,101.402
71580.538,299.740,0.832,9.010,33.769,-2.922,-14.271,5.136,-7.698,-18.689,-19.759,-28.548,-27.872,-26.763,-24.227,-23.971,-22.042,-29.213,-23.838,-24.973,-24.463,-27.023,-11.000,-544.798,-289.718,14.557,-369.629,101.423
71584.570,299.740,0.832,9.010,33.769,-3.082,-14.595,6.253,-8.340,-18.689,-19.543,-28.445,-27.658,-27.191,-22.888,-24.283,-22.253,-28.257,-23.838,-24.242,-24.152,-26.235,-11.000,-544.798,-289.718,14.557,-369.646,101.391
71576.507,299.740,0.832,9.010,33.769,-2.922,-13.512,5.583,-7.912,-18.480,-19.651,-28.029,-27.872,-26.656,-22.888,-23.762,-22.675,-28.363,-22.688,-24.868,-24.359,-25.784,-11.000,-544.798,-289.718,14.557,-369.629,101.413
71580.538,299.738,0.832,9.000,33.690,-3.082,-14.268,5.136,-7.484,-18.898,-19.543,-28.445,-27.444,-27.298,-23.111,-22.824,-23.097,-28.257,-22.479,-23.824,-23.841,-25.784,-11.000,-544.798,-289.718,14.557,-369.646,101.413
71580.538,299.738,0.832,9.010,33.769,-3.082,-13.295,4.913,-7.698,-18.585,-20.083,-28.133,-27.765,-26.442,-22.888,-22.720,-22.675,-28.788,-22.793,-24.451,-24.359,-25.784,-11.000,-544.798,-289.718,14.557,-369.646,101.413
