%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
72298.121,296.661,0.849,9.259,36.389,-3.042,-13.081,11.056,-1.497,-14.617,-15.114,-22.423,-21.791,-20.022,-15.407,-19.909,-23.838,-35.591,-28.860,-28.947,-27.779,-28.265,-9.000,-544.798,-289.718,14.557,-370.347,101.423
72294.089,296.661,0.849,9.299,36.705,-3.042,-13.405,10.944,-2.459,-15.035,-15.977,-22.631,-20.936,-21.306,-16.188,-17.928,-25.737,-35.379,-28.128,-28.947,-28.090,-27.365,-9.000,-544.798,-289.718,14.557,-370.364,101.423
72294.089,296.661,0.849,9.269,36.468,-3.202,-12.108,10.162,-2.780,-14.930,-16.409,-22.527,-21.470,-20.878,-15.965,-17.094,-25.104,-35.166,-28.965,-28.216,-28.401,-27.702,-9.000,-544.798,-289.718,14.557,-370.347,101.413
72294.089,296.663,0.849,9.269,36.468,-3.042,-11.459,10.609,-2.887,-14.617,-15.654,-23.461,-21.470,-20.236,-16.635,-18.033,-25.104,-34.741,-28.756,-28.320,-27.987,-27.815,-9.000,-544.798,-289.718,14.557,-370.364,101.413
72298.121,296.663,0.849,9.279,36.547,-3.042,-11.568,11.279,-3.422,-15.139,-15.977,-22.838,-22.111,-20.664,-14.849,-20.013,-25.842,-34.635,-29.279,-28.529,-28.298,-27.815,-9.000,-544.798,-289.718,14.557,-370.347,101.413
72286.027,296.661,0.849,9.290,36.626,-3.202,-11.568,10.721,-2.566,-15.766,-15.654,-22.631,-22.111,-20.022,-14.625,-20.847,-25.526,-34.422,-27.919,-28.529,-28.712,-28.716,-9.000,-544.798,-289.718,14.557,-370.347,101.413
72298.121,296.661,0.849,9.279,36.547,-2.882,-12.865,10.609,-2.673,-15.244,-16.085,-22.631,-21.470,-20.450,-14.737,-20.221,-26.159,-34.104,-27.710,-28.425,-29.127,-28.603,-9.000,-544.798,-289.718,14.557,-370.364,101.413
72294.089,296.663,0.849,9.269,36.468,-3.042,-12.432,10.274,-2.887,-14.826,-16.625,-22.423,-21.150,-21.199,-14.849,-18.971,-24.049,-33.785,-27.710,-28.738,-30.060,-29.166,-9.000,-544.798,-289.718,14.557,-370.347,101.434
72294.089,296.658,0.849,9.289,36.626,-3.522,-12.000,9.939,-3.743,-15.452,-15.654,-23.046,-21.791,-20.022,-15.854,-19.596,-23.205,-33.466,-27.710,-29.470,-29.334,-30.180,-9.000,-544.798,-289.718,14.557,-370.364,101.423
72294.089,296.658,0.849,9.289,36.626,-2.882,-12.324,10.609,-3.422,-15.348,-16.193,-23.669,-21.150,-20.343,-14.402,-18.866,-21.939,-33.573,-28.651,-29.574,-29.438,-30.292,-9.000,-544.798,-289.718,14.557,-370.347,101.423
72290.058,296.658,0.849,9.269,36.468,-3.042,-12.865,10.497,-2.887,-15.139,-16.085,-23.046,-22.539,-20.664,-15.295,-18.241,-20.674,-33.785,-28.233,-29.679,-29.749,-30.180,-9.000,-544.798,-289.718,14.557,-370.315,101.423
72290.058,296.658,0.849,9.289,36.626,-3.362,-13.405,10.274,-3.529,-16.079,-16.517,-23.150,-22.005,-20.450,-15.519,-16.469,-21.940,-34.423,-29.488,-30.410,-30.163,-30.968,-9.000,-544.798,-289.718,14.557,-370.347,101.423
