%Time (sec) 	Torsional Angle(°) 	Torsional Epsilon 3550 Torsion (°) 	Torsional Torque 	(in·lbf) Axial Epsilon 3550 Axial (in)
1424.072265625	47.2202361980561	-0.0550652585558239	-13.4625300754976	-4.47450720395047E-06
1424.08203125	47.2212334056748	-0.0558606454237493	-13.7682912610654	-6.39097439886434E-06
1424.091796875	47.2206596697846	-0.0581863681915279	-13.8380127372194	-9.4707838422086E-06
1424.1015625	47.2155301977186	-0.0592139914963633	-13.5687925223336	-1.07919882654148E-05
1424.111328125	47.220393292407	-0.0567721521776563	-13.3333742615881	-7.62274834679682E-06
1424.12109375	47.2206494245009	-0.0527056082907711	-13.0025504416086	-1.48337796988883E-06
1424.130859375	47.2245323870435	-0.0521744877116992	-13.037133163176	-1.90709306614406E-06
1424.140625	47.2229921793859	-0.0536476007669413	-13.1165329901534	-2.49804446594487E-06
1424.150390625	47.2221213302668	-0.0566345078576426	-13.1216617880769	-9.74582318608948E-06
1424.16015625	47.220615273555	-0.0574232813148637	-13.2223364723531	-7.28283812958845E-06
1424.169921875	47.2191672734512	-0.0558068910345755	-13.5180257581106	-5.9951942622914E-06
1424.1796875	47.2214895377687	-0.0548421001340107	-13.8080608105679	-5.72709138206245E-06
1424.189453125	47.2215783302279	-0.055478565041835	-13.9208806487008	-5.70703057865031E-06
1424.19921875	47.2209806886756	-0.0575345653735528	-13.5385124623445	-6.2053644112922E-06
1424.208984375	47.2190477451407	-0.0561909390979398	-13.484301880713	-2.71796415645225E-06
1424.21875	47.2159844052984	-0.0550782018977015	-13.1261912942455	-6.47328042437647E-06
1424.228515625	47.2176373110773	-0.0552699574575926	-12.7747921423782	-5.86789241868418E-06
1424.23828125	47.2178900280765	-0.0553672543027195	-13.0140899731638	-7.42720195057342E-06
1424.248046875	47.219119462127	-0.0572018604558226	-13.3685024652634	-6.64032902155367E-06
1424.2578125	47.2203728018395	-0.0589864674897736	-13.5684844357272	-8.31231664427274E-06
1424.267578125	47.2187096507768	-0.0594528613542974	-13.5761517828801	-8.42368218923005E-06
1424.27734375	47.2172855563351	-0.0573484227083744	-13.3521042391109	-7.01342326296945E-06
1424.287109375	47.2176817073069	-0.0543725779894865	-13.4091878338561	-5.63709918638979E-06
1424.296875	47.2213256132286	-0.0539449908052224	-13.4044789621975	-4.53300221506007E-06
1424.306640625	47.2213836698365	-0.0547329771898634	-13.3476770767807	-5.08889420541705E-06
1424.31640625	47.2224867453874	-0.0561476434359312	-13.2767823393038	-8.64510129275462E-06
1424.326171875	47.218815518709	-0.0576203963054163	-12.9089870714662	-5.17944868097115E-06
1424.3359375	47.2166298581748	-0.0576206897901072	-12.8388657157787	-5.60353918996315E-06
1424.345703125	47.2184910847234	-0.0559690713417558	-13.0987093359007	-3.24854515990703E-06
1424.35546875	47.2169645374441	-0.0556816764582304	-13.1961617719032	-6.29910681795526E-06
1424.365234375	47.2179480846845	-0.0584357434673735	-13.4112484268091	-9.06956665500092E-06
1424.375	47.2177021978744	-0.0600232555210918	-13.3315879923257	-8.03240141067363E-06
1424.384765625	47.2153526128002	-0.0569352963152418	-13.5633271503435	-7.94240977448344E-06
1424.39453125	47.2166571789315	-0.0535045503255198	-13.6256619335819	-5.8142716188454E-06
1424.404296875	47.2178968582657	-0.0528330340074575	-13.0918248663572	-3.29185441809902E-06
1424.4140625	47.2206425943117	-0.0542476335524592	-12.8798496751577	-4.40082532095832E-06
1424.423828125	47.2194336508288	-0.0578395359879967	-13.1207343629844	-5.3211874102111E-06
1424.43359375	47.2190409149515	-0.0596520374077927	-13.3252057461543	-1.02074096506783E-05
1424.443359375	47.2168894053633	-0.0579774204318483	-13.1796284940876	-6.26610966089253E-06
1424.453125	47.2155711788536	-0.0573451143354956	-12.9188669446931	-7.53200532565063E-06
1424.462890625	47.2193892545992	-0.056110404230725	-13.3828928530188	-6.53008747687679E-06
1424.47265625	47.217647556361	-0.0564594242292244	-13.7648674903882	-5.76740041551387E-06
1424.482421875	47.2157829147179	-0.0590129344728039	-13.4475393408962	-9.86112580918187E-06
1424.4921875	47.2196419715984	-0.0584179342827236	-13.1767428198805	-8.24463437153801E-06
1424.501953125	47.2161893109734	-0.0557556812910736	-13.0449376721743	-4.27502317010953E-06
1424.51171875	47.2179412544953	-0.0542067057782974	-13.1184458703499	-7.79185849700205E-07
1424.521484375	47.2167425562961	-0.0559920498590288	-13.0888073057604	-7.04623299340503E-06
1424.53125	47.2186686696418	-0.0587787136791773	-13.1512085597392	-1.07972373299399E-05
1424.541015625	47.2163020090947	-0.0578774888946103	-13.4724489870959	-7.39832873879045E-06
1424.55078125	47.2152740656248	-0.0564478249138288	-13.6327078320664	-6.69694920690931E-06
1424.560546875	47.2140275561014	-0.0562398443196078	-13.4206461233952	-6.49465321417866E-06
1424.5703125	47.2133411220899	-0.0559102443365047	-13.3539601443871	-4.79398092526871E-06
1424.580078125	47.2169338015929	-0.0571408623308698	-13.1348905205116	-3.7376925701475E-06
1424.58984375	47.2182622733863	-0.0577189671409059	-13.3182790729661	-5.65284805841256E-06
1424.599609375	47.2146593485996	-0.0580405463208098	-13.5064809510998	-7.53988004140324E-06
1424.609375	47.2144202919786	-0.0577025186580044	-13.2870241087841	-8.05133821380534E-06
1424.619140625	47.2110359332453	-0.0567778751291281	-13.1630424617162	-8.31700342891641E-06
1424.62890625	47.2153013863814	-0.0572924738541258	-13.2080484284361	-5.89957758935686E-06
1424.638671875	47.2150691599497	-0.0556792618796375	-13.4491325284841	-4.94884287530392E-06
