%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
72330.372,299.933,0.840,9.228,35.773,-2.890,-60.033,-33.118,-46.214,-57.968,-57.662,-65.123,-63.562,-60.409,-56.171,-61.426,-65.949,-76.099,-71.435,-73.796,-72.252,-73.227,-9.000,-544.798,-289.718,14.557,-368.748,101.423
72322.309,299.933,0.840,9.229,35.773,-2.730,-60.574,-32.895,-46.214,-57.237,-57.662,-65.123,-62.921,-60.624,-56.171,-61.844,-66.266,-77.055,-72.376,-73.482,-72.563,-74.467,-9.000,-544.798,-289.718,14.557,-368.715,101.423
72326.340,299.933,0.840,9.239,35.852,-2.890,-60.141,-33.007,-46.541,-57.133,-57.986,-65.331,-63.028,-61.480,-56.618,-61.322,-65.210,-76.949,-72.062,-72.959,-73.289,-75.030,-9.000,-544.798,-289.718,14.557,-368.764,101.423
72330.372,299.933,0.840,9.228,35.773,-2.890,-60.033,-33.118,-46.113,-56.401,-58.094,-65.435,-62.921,-60.516,-57.399,-60.801,-65.421,-76.843,-72.795,-74.318,-73.807,-75.481,-9.000,-544.798,-289.718,14.557,-368.764,101.434
72334.403,299.932,0.840,9.228,35.773,-2.730,-60.898,-32.449,-46.006,-56.715,-56.906,-65.643,-62.707,-59.231,-57.511,-59.653,-65.632,-76.630,-74.468,-74.423,-74.326,-76.495,-9.000,-544.798,-289.718,14.557,-368.732,101.413
72334.403,299.933,0.840,9.218,35.694,-2.730,-61.547,-32.338,-46.434,-56.819,-57.014,-65.746,-62.814,-60.195,-55.613,-60.592,-65.949,-76.418,-74.991,-74.945,-74.844,-77.283,-9.000,-544.798,-289.718,14.557,-368.732,101.423
72326.340,299.933,0.840,9.249,35.931,-2.890,-62.088,-32.003,-46.113,-56.297,-57.338,-64.812,-62.707,-60.088,-55.613,-62.052,-65.527,-76.843,-75.932,-75.155,-74.948,-77.058,-9.000,-544.798,-289.718,14.557,-368.748,101.434
72330.372,299.933,0.840,9.238,35.852,-2.890,-62.737,-32.449,-45.899,-57.446,-57.230,-64.604,-63.348,-60.195,-56.059,-61.322,-64.155,-76.949,-74.886,-75.677,-75.259,-77.396,-9.000,-544.798,-289.718,14.557,-368.732,101.423
72330.372,299.932,0.840,9.228,35.773,-2.890,-63.603,-32.672,-46.327,-57.864,-57.014,-64.708,-62.921,-60.088,-56.283,-59.862,-64.788,-77.055,-74.259,-76.513,-75.984,-77.959,-9.000,-544.798,-289.718,14.557,-368.732,101.413
72330.372,299.933,0.840,9.228,35.773,-2.890,-63.927,-32.115,-45.792,-56.610,-57.770,-65.019,-62.387,-61.266,-56.172,-58.923,-64.261,-76.630,-74.991,-76.513,-76.503,-78.297,-9.000,-544.798,-289.718,14.557,-368.748,101.413
72338.434,299.933,0.840,9.228,35.773,-3.210,-63.711,-32.115,-46.327,-56.610,-58.202,-65.331,-62.600,-60.409,-56.172,-59.236,-62.256,-76.843,-76.560,-76.618,-76.917,-78.748,-9.000,-544.798,-289.718,14.557,-368.732,101.445
72330.372,299.937,0.840,9.249,35.931,-2.890,-63.819,-32.672,-46.113,-56.401,-57.446,-64.812,-62.600,-59.874,-56.953,-58.193,-62.151,-77.693,-76.246,-76.722,-76.917,-78.748,-9.000,-544.798,-289.718,14.557,-368.715,101.423
72330.372,299.935,0.840,9.239,35.852,-3.210,-64.252,-31.111,-46.434,-56.819,-57.338,-65.331,-62.387,-60.409,-56.618,-57.463,-62.995,-77.481,-75.607,-76.304,-76.606,-79.198,-9.000,-544.798,-289.718,14.557,-368.748,101.423
72326.340,299.935,0.840,9.239,35.852,-2.890,-64.576,-31.780,-46.755,-56.297,-57.014,-64.812,-62.921,-59.874,-57.065,-57.463,-63.734,-77.268,-76.130,-76.514,-76.710,-79.536,-9.000,-544.798,-289.718,14.557,-368.715,101.423
72326.340,299.932,0.840,9.259,36.010,-3.050,-64.684,-31.780,-45.792,-56.610,-56.798,-64.188,-63.134,-59.767,-56.060,-59.653,-63.417,-77.693,-75.817,-77.245,-77.021,-79.424,-9.000,-544.798,-289.718,14.557,-368.732,101.445
72330.372,299.930,0.840,9.238,35.852,-3.050,-65.009,-31.892,-45.364,-57.341,-57.122,-64.812,-62.600,-60.088,-56.172,-59.236,-63.945,-77.587,-74.666,-77.873,-77.540,-78.635,-9.000,-544.798,-289.718,14.557,-368.732,101.402
72334.403,299.933,0.840,9.218,35.694,-3.050,-66.080,-31.780,-45.578,-56.088,-56.690,-64.708,-62.494,-59.874,-55.948,-59.132,-63.839,-78.012,-75.294,-78.291,-76.918,-78.298,-9.000,-544.798,-289.718,14.557,-368.732,101.423
72326.340,299.930,0.840,9.239,35.852,-2.890,-63.917,-32.115,-45.578,-56.192,-57.338,-64.708,-61.746,-60.302,-55.390,-59.132,-63.206,-76.843,-75.921,-77.141,-76.814,-78.185,-9.000,-544.798,-289.718,14.557,-368.764,101.413
72330.372,299.933,0.840,9.249,35.931,-3.210,-64.458,-32.115,-44.823,-55.879,-57.446,-64.604,-62.066,-59.017,-55.613,-59.445,-61.623,-77.906,-76.339,-76.932,-76.918,-77.622,-9.000,-544.798,-289.718,14.557,-368.732,101.423
72330.372,299.933,0.840,9.249,35.931,-2.890,-64.241,-31.334,-44.823,-55.670,-56.366,-64.396,-62.066,-59.874,-56.953,-58.715,-63.100,-77.693,-75.294,-76.409,-75.466,-76.833,-9.000,-544.798,-289.718,14.557,-368.715,101.413
72310.215,299.958,0.840,17.160,123.654,-8.493,-147.000,-86.308,-136.180,-179.963,-185.728,-196.097,-191.754,-183.691,-170.970,-194.395,-206.711,-227.127,-225.810,-227.554,-225.361,-228.132,-9.000,-544.798,-289.718,14.557,-368.813,101.402
72318.278,299.959,0.840,17.165,123.733,-8.333,-147.324,-87.869,-136.822,-180.798,-185.512,-196.513,-191.006,-182.620,-170.970,-201.904,-203.862,-228.083,-228.111,-228.704,-225.465,-228.695,-9.000,-544.798,-289.718,14.557,-368.813,101.413
72322.309,299.959,0.840,17.154,123.575,-8.493,-147.324,-86.754,-136.929,-181.216,-184.972,-196.720,-192.288,-183.477,-174.878,-196.898,-203.440,-228.827,-228.006,-229.226,-226.190,-231.061,-9.000,-544.798,-289.718,14.557,-368.764,101.413
72322.309,299.962,0.840,17.159,123.654,-8.173,-148.190,-87.089,-138.426,-181.529,-186.376,-197.967,-193.356,-184.870,-175.214,-189.494,-206.711,-227.658,-230.202,-229.226,-225.983,-232.638,-9.000,-544.798,-289.718,14.557,-368.813,101.413
72318.278,299.959,0.840,17.154,123.575,-8.173,-147.973,-86.866,-138.105,-182.574,-187.024,-198.174,-193.249,-184.548,-172.645,-194.291,-205.655,-230.422,-230.516,-229.331,-227.745,-233.539,-9.000,-544.798,-289.718,14.557,-368.797,101.445
72322.309,299.962,0.840,17.159,123.654,-8.493,-148.406,-87.312,-137.571,-182.052,-186.700,-197.447,-193.356,-184.763,-172.645,-191.684,-208.082,-227.446,-227.483,-229.958,-226.916,-232.751,-9.000,-544.798,-289.718,14.557,-368.797,101.423
72322.309,299.962,0.840,17.154,123.575,-8.493,-147.973,-87.200,-137.678,-182.783,-186.268,-197.655,-192.929,-184.548,-172.310,-191.684,-207.238,-226.595,-227.169,-230.167,-227.123,-232.413,-9.000,-544.798,-289.718,14.557,-368.781,101.423
72326.340,299.959,0.840,17.142,123.417,-8.333,-147.000,-87.200,-137.571,-181.947,-186.484,-197.136,-192.822,-184.762,-171.193,-191.162,-202.701,-228.402,-224.345,-230.899,-226.916,-231.624,-9.000,-544.798,-289.718,14.557,-368.781,101.413
72326.340,299.959,0.840,17.153,123.575,-8.653,-145.053,-87.646,-137.464,-181.843,-187.240,-197.655,-192.929,-184.441,-171.306,-186.573,-202.912,-225.320,-228.111,-228.286,-225.776,-230.497,-9.000,-544.798,-289.718,14.557,-368.781,101.413
72318.278,299.959,0.840,17.149,123.496,-8.493,-144.512,-87.869,-137.785,-181.843,-185.836,-197.447,-191.967,-183.370,-171.306,-188.631,-200.802,-226.277,-225.077,-227.345,-225.879,-228.808,-9.000,-544.798,-289.718,14.557,-368.813,101.423
72322.309,299.959,0.840,17.148,123.496,-8.493,-143.538,-87.423,-138.426,-181.947,-185.620,-197.655,-192.608,-183.263,-171.195,-185.712,-199.959,-223.938,-226.123,-227.554,-224.635,-228.695,-9.000,-544.798,-289.718,14.557,-368.797,101.423
